incident_reference,imb_incident_number,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_state_cow_code,location_description,day,month,year,lat_decimal_degrees,long_decimal_degrees,location_precision,geolocation_source,vessel_name,flag,flag_cow_code,vessel_type,steaming_or_stationary,number_of_assailants,armed,weaponry,violence,violence_dummy,type_of_stolen_goods,port_response_received,ransom_paid,steaming_recode,incident_type_recode,incident_action_recode,time_day,converted_time
1455,,attempted,,eritrea,eritrea,531,southern_red_sea,13,7,2000,15.655,41.44166667,1,imb,bonzita,panama,95,2,steaming,10,0,unspecified,4,1,none,1,0,1,0,-99,-99,
1456,,actual,boarded,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao,_peru",14,7,2000,-12.12833333,-77.205,2,imb,wehr_ottensen,germany,265,4,anchored,unspecified,1,knives,3,1,mooring_rope,1,0,2,1,2,-99,
1459,,actual,boarded,mauritania,mauritania,435,"nouabhibou_bay_anchorage,_mauritania",15,7,2000,20.9045,-17.04133333,2,imb,hermanos_pizon,spain,,9,anchored,unspecified,0,unspecified,0,0,stores,1,0,2,1,2,-99,
1458,,attempted,,yemen,yemen,679,southern_red_sea,15,7,2000,13.63333333,42.93333333,1,imb,bold_endurance,barbados,651,6,steaming,unspecified,0,unspecified,0,0,none,1,0,1,0,-99,-99,
1457,,attempted,,indonesia,indonesia,850,"cingading_road,_indonesia",15,7,2000,-6.008166667,105.9535,2,imb,linda_oldendorff,liberia,450,2,anchored,3,0,unspecified,0,0,none,1,0,2,0,-99,-99,
1460,,actual,boarded,india,india,750,"chennai_anchorage,_india",16,7,2000,13.10666667,80.305,2,imb,robert_stove,norway,385,2,anchored,4,0,unspecified,0,0,stores,1,0,2,1,2,-99,
1462,,actual,boarded,india,india,750,"chennai_anchorage,_india",18,7,2000,13.10666667,80.305,2,imb,jurong,singapore,830,3,anchored,5,0,unspecified,0,0,none,1,0,2,1,2,-99,
1461,,actual,boarded,malaysia,malaysia,820,"pier_no.4,_sandakan,_malaysia",18,7,2000,5.815,118.0555,2,imb,erkan_mete,turkey,640,2,berthed,unspecified,0,unspecified,0,0,stores,1,0,3,1,2,-99,
1463,,actual,boarded,tanzania,tanzania,510,"dar_es_salaam,_tanzania",19,7,2000,-6.78,39.305,1,imb,amer_oil,panama,95,8,anchored,5,1,knives,3,1,stores,1,0,2,1,2,-99,
1464,,actual,boarded,malaysia,malaysia,820,malacca_straits,20,7,2000,1.836666667,102.375,1,imb,gas_fortune,panama,95,7,steaming,6,1,long_knives,4,1,"cash,_personal_belongings",1,0,1,1,2,-99,
1465,,actual,boarded,india,india,750,"chennai_anchorage,_india",21,7,2000,13.10666667,80.305,2,imb,sea_power,hong_kong,710,3,anchored,1,0,unspecified,0,0,fire_hoses,1,0,2,1,2,-99,
1466,,actual,boarded,bangladesh,bangladesh,771,"chittagong_anchorage,_bangladesh",22,7,2000,22.23833333,91.82666667,2,imb,ocean_breeze,panama,95,2,anchored,3,0,unspecified,0,0,hawser,1,0,2,1,2,-99,
1467,,attempted,,malaysia,malaysia,820,"westbound_midchannel,_malacca_straits",22,7,2000,4.9173,99.2682,4,imb,sanko_rose,liberia,450,2,steaming,6,0,unspecified,0,0,none,1,0,1,0,-99,-99,
1469,,attempted,,eritrea,eritrea,531,red_sea,24,7,2000,13.1,43.08333333,1,imb,dias,panama,95,2,steaming,unspecified,0,unspecified,1,1,none,1,0,1,0,-99,-99,
1471,,attempted,,malaysia,malaysia,820,"tanjung_manis_sibu,_malaysia_",24,7,2000,2.16,111.1452,,imb,abyot,ethiopia,530,6,anchored,1,0,unspecified,0,0,none,1,0,2,0,-99,-99,
1468,,actual,boarded,indonesia,indonesia,850,"belawan_container_terminal,_indonesia",24,7,2000,3.783666667,98.70066667,2,imb,malaysia_star_i,antigua_&_barbuda,58,4,berthed,2,0,unspecified,0,0,stores,1,0,3,1,2,-99,
1470,,actual,boarded,indonesia,indonesia,850,"eastern_sumatra,_indonesia_",24,7,2000,1.4306,102.6727,,imb,grace_frontier,malaysia,820,8,steaming,10,1,guns,4,1,"cash,_personal_belongings",1,0,1,1,2,-99,
1472,,actual,boarded,indonesia,indonesia,850,"belawan_container_terminal,_indonesia",25,7,2000,3.783666667,98.70066667,2,imb,mcc_vantage,cyprus,352,4,berthed,3,0,unspecified,0,0,cargo,1,0,3,1,2,-99,
1473,,actual,hijacked,solomon_is.,solomon_is.,940,"200km_from_honiara,_soloman_islands_(measured_200km_nw_from_honiara_port,_between_other_islands_within_the_group)",26,7,2000,-8.421,158.6388333,3,imb,soltai_no.68,japan,740,5,steaming,3,1,guns,4,1,none,1,0,1,1,1,-99,
1474,,actual,hijacked,greece,greece,350,"athens,_greece",27,7,2000,37.938,23.63666667,2,imb,erato,greece,350,9,anchored,1,1,guns,5,1,unspecified,0,0,2,1,1,-99,
1476,,actual,boarded,guinea,guinea,438,"conakry,_guinea",28,7,2000,9.165,-13.80333333,1,imb,alvelos,madeira,-99,8,anchored,unspecified,1,guns,4,1,"equipment,_cash",1,0,2,1,2,-99,
1475,,actual,boarded,malaysia,malaysia,820,malacca_straits,28,7,2000,1.753333333,102.5416667,1,imb,achiever,singapore,830,6,steaming,8,1,long_knives,4,1,"cash,_personal_belongings",1,0,1,1,2,-99,
1478,,attempted,,eritrea,eritrea,531,red_sea,29,7,2000,13.19166667,43.01666667,1,imb,saraji_trader,liberia,450,2,steaming,unspecified,0,unspecified,0,0,none,1,0,1,0,-99,-99,
1481,,attempted,,bangladesh,bangladesh,771,"chittagong_anchorage,_bangladesh",29,7,2000,22.23833333,91.82666667,2,imb,esco_virgo,panama,95,6,anchored,10,1,"long_knives,_stones",4,1,none,1,0,2,0,-99,-99,
1480,,actual,boarded,bangladesh,bangladesh,771,"chittagong_alpha_anchorage,_bangladesh",29,7,2000,22.23833333,91.82666667,2,imb,marquisa,philippines,840,2,anchored,20,1,long_knives,4,1,stores,1,0,2,1,2,-99,
1479,,attempted,fired_upon,myanmar,myanmar,775,myanmar,29,7,2000,20.21666667,92.36666667,1,imb,chu_hong,panama,95,6,steaming,unspecified,1,guns,4,1,none,1,0,1,0,3,-99,
1477,,actual,boarded,indonesia,indonesia,850,"adang_bay,_indonesia",29,7,2000,-1.7,116.65,1,imb,maersk_senang,paname,95,2,anchored,3,0,unspecified,0,0,none,1,0,2,1,2,-99,
1482,,attempted,,brazil,brazil,140,"fazendinha,_amapa,_amazon_river,_brazil",31,7,2000,0.061666667,-51.09,1,imb,itajuba,brazil,140,8,anchored,4,0,unspecified,0,0,none,1,0,2,0,-99,-99,
1484,,attempted,,vietnam,vietnam,816,south_china_sea,31,7,2000,10.79166667,109.94,1,imb,lima,st._vincent_&_grenadines,57,10-roro,steaming,unspecified,0,unspecified,4,1,none,1,0,1,0,-99,-99,
1483,,attempted,,indonesia,indonesia,850,malacca_straits_(coordinates_are_located_inland_without_a_visible_waterway),31,7,2000,1.023333333,102.0816667,1,imb,handy_logger,malaysia,820,2,steaming,unspecified,0,unspecified,0,0,none,1,0,1,0,-99,-99,
1486,,attempted,,yemen,yemen,679,red_sea,1,8,2000,13.73666667,42.96333333,1,imb,arrow,malta,338,8,steaming,6,0,unspecified,0,0,none,1,0,1,0,-99,-99,
1485,,actual,boarded,india,india,750,"cochin,_india",1,8,2000,10,76.05,2,imb,cloud,malta,338,8,anchored,8,1,sticks,4,1,mooring_ropes,1,0,2,1,2,-99,
1487,,actual,boarded,venezuela,venezuela,101,"pertigalete_bay_anchorage,_venezuela",2,8,2000,10.24,-64.555,2,imb,brooknes,cyprus,352,2,anchored,unspecified,0,unspecified,2,1,unspecified,1,0,2,1,2,-99,
1488,,actual,boarded,bangladesh,bangladesh,771,"chittagong,_bangladesh",2,8,2000,22.23833333,91.82666667,2,imb,actuaria,panama,95,4,anchored,14,0,unspecified,0,0,unspecified,1,0,2,1,2,-99,
1489,,actual,boarded,indonesia,indonesia,850,"bangka_straits,_indonesia_",2,8,2000,-2.828333,106.915,,imb,pac_bintan,singapore,830,4,steaming,6,1,long_knives,3,1,unspecified,1,0,1,1,2,-99,
1490,,attempted,,indonesia,indonesia,850,malacca_straits_(coordinates_are_located_inland_without_a_visible_waterway),3,8,2000,0.183333333,103.6333333,1,imb,contship_action,germany,265,4,steaming,unspecified,0,unspecified,0,0,none,1,0,1,0,-99,-99,
1491,,attempted,,vietnam,vietnam,816,south_china_sea,4,8,2000,10.76333333,110.4633333,1,imb,alam_progreso,malaysia,820,2,steaming,unspecified,0,unspecified,2,1,none,1,0,1,0,-99,-99,
1492,,actual,boarded,indonesia,indonesia,850,"belawan_port,_indonesia",6,8,2000,3.783666667,98.70066667,2,imb,seri_ibonda,malaysia,820,2,berthed,5,0,unspecified,2,1,stores,1,0,3,1,2,-99,
1493,,actual,boarded,spratly_islands,spratly_islands,816,south_china_sea_,8,8,2000,11.79,112.32,4,imb,shuenn_man_no.12,taiwan,710,5,steaming,unspecified,1,guns,5,1,none,1,0,1,1,2,-99,
1495,,attempted,fired_upon,bangladesh,bangladesh,771,"chittagong,_bangladesh",9,8,2000,22.23833333,91.82666667,2,imb,amethyst,panama,95,2,anchored,unspecified,1,guns,4,1,none,1,0,2,0,3,-99,
1494,,actual,boarded,malaysia,malaysia,820,malacca_straits,9,8,2000,1.891666667,102.35,1,imb,ali_ekinci,turkey,640,2,steaming,unspecified,1,long_knives,3,1,"cash,_equipment",1,0,1,1,2,-99,
