incident_reference,imb_incident_number,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_state_cow_code,location_description,day,month,year,lat_decimal_degrees,long_decimal_degrees,location_precision,geolocation_source,vessel_name,flag,flag_cow_code,vessel_type,steaming_or_stationary,number_of_assailants,armed,weaponry,violence,violence_dummy,type_of_stolen_goods,port_response_received,ransom_paid,steaming_recode,incident_type_recode,incident_action_recode,time_day,converted_time
4106,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,8,8,2008,13.2,49.933333,1,imb,gem_of_kilakaral,singapore,830,2,steaming,7,1,"guns,_rpgs",4,1,0,1,0,1,0,3,4,0.15625
4107,,actual,boarded,indonesia,indonesia,850,"jakarta_car_terminal,_indonesia",11,8,2008,-6.084833,106.916667,1,imb,straits_success,malaysia,820,0,berthed,unspecified,0,unknown,0,0,0,1,0,3,1,2,1,0.322916667
4108,,actual,hijacked,yemen,yemen,679,gulf_of_aden,12,8,2008,13.646833,49.752333,1,imb,thor_star,thailand,800,6,steaming,unspecified,1,unspecified,4,1,0,1,1,1,1,1,1,0.348611111
4110,,actual,boarded,ecuador,ecuador,130,"guayaquil_outer_anchorage,_ecuador",13,8,2008,-2.721667,-80.443333,1,imb,sun_genius,bahamas,31,0,anchored,2,0,none,0,0,0,1,0,2,1,2,4,0.0625
4109,,actual,boarded,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage,_peru",13,8,2008,-12.013333,-77.201667,1,imb,darya_sur,hong_kong,710,2,anchored,unspecified,0,none,2,1,0,1,0,2,1,2,4,0.003472222
4111,,actual,hijacked,yemen,yemen,679,gulf_of_aden,19,8,2008,12.770667,47.919667,1,imb,bunga_melati_dua,malaysia,820,3,steaming,unspecified,1,unspecified,4,1,0,1,1,1,1,1,2,0.592361111
4112,,actual,boarded,india,india,750,"cochin_anchorage,_india",20,8,2008,9.916667,76.083333,1,imb,oel_dubai,panama,95,4,anchored,4,0,none,0,0,0,1,0,2,1,2,3,0.895833333
4113,,actual,hijacked,yemen,yemen,679,gulf_of_aden,21,8,2008,12.965,48.945,1,imb,bbc_trinidad,antigua_&_barbuda,58,6,steaming,unspecified,1,unspecified,4,1,0,1,1,1,1,1,1,0.40625
4114,,actual,hijacked,yemen,yemen,679,gulf_of_aden,21,8,2008,13.821667,50.398333,1,imb,iran_deyanat,iran,630,2,steaming,unspecified,1,guns,4,1,0,1,1,1,1,1,4,0.099305556
4115,,actual,hijacked,yemen,yemen,679,gulf_of_aden,21,8,2008,14.440333,49.941,1,imb,irene,panama,95,3,steaming,unspecified,1,guns,4,1,0,1,1,1,1,1,4,0.165277778
4116,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,23,8,2008,14.266667,50.323333,1,imb,aizu,panama,95,6,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,1,0.380555556
4117,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,23,8,2008,14.188333,50.338333,1,imb,st._anna,liberia,450,2,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,2,0.513888889
4118,,actual,boarded,france,france,220,"golfe_de_porto_novo,_corsica,_france_(island_of_corsica_is_french_island,_or_protectorate,_not_on_mainland_coast)",24,8,2008,41.505,9.266667,1,imb,name_withheld,cayman_islands,-99,9,anchored,4,1,unspecified,3,1,0,1,0,2,1,2,3,0.986111111
4119,,actual,boarded,india,india,750,"kakinada,_india",24,8,2008,16.995,82.356667,1,imb,clipper_tobago,bahamas,31,3,anchored,2,0,none,0,0,0,1,0,2,1,2,4,0.003472222
4120,,actual,boarded,nigeria,nigeria,475,"lagos_anchorage,_nigeria",25,8,2008,6.178333,3.396667,1,imb,hellespont_chivalry,liberia,450,3,anchored,unspecified,1,long_knives,3,1,0,1,0,2,1,2,4,0.020833333
4122,,actual,boarded,tanzania,tanzania,510,"dar_es_salaam_anchorage,_tanzania",29,8,2008,-6.7825,39.361333,1,imb,mol_ultimate,germany,255,4,anchored,unspecified,1,knives,4,1,0,1,0,2,1,2,3,0.836805556
4121,,actual,hijacked,yemen,yemen,679,gulf_of_aden,29,8,2008,13.2,46.616667,1,imb,bunga_melati_5,malaysia,820,3,steaming,unspecified,1,unspecified,4,1,0,1,1,1,1,1,2,0.576388889
4124,,actual,boarded,cote_d'ivoire,cote_d'ivoire,437,"port_abidjan_anchorage,_ivory_coast",30,8,2008,5.216667,-4.033333,1,imb,zallaq,bahrain,692,8,anchored,1,0,none,0,0,0,1,0,2,1,2,3,0.979166667
4123,,actual,boarded,tanzania,tanzania,510,"dar_es_salaam_outer_roads,_tanzania",30,8,2008,-6.81,39.538333,1,imb,pac_antilia,singapore,830,4,steaming,5,1,knives,4,1,0,1,0,1,1,2,3,0.958333333
4125,,actual,boarded,tanzania,tanzania,510,"dar_es_salaam_roads,_tanzania",30,8,2008,-6.79,39.67,1,imb,kots_hapas,hong_kong,710,4,steaming,6,1,knives,3,1,0,1,0,1,1,2,4,0.000694444
4126,,actual,boarded,indonesia,indonesia,850,"santan_port,_indonesia",30,8,2008,-0.068,117.571667,1,imb,deauville,bahamas,31,7,anchored,unspecified,0,unknown,0,0,0,1,0,2,1,2,4,0.1875
4127,,actual,hijacked,somalia,somalia,520,gulf_of_aden,2,9,2008,11.807,50.533333,1,imb,carre_d'as_iv,france,220,9,steaming,unspecified,1,unspecified,4,1,0,1,0,1,1,1,3,0.786805556
4128,,actual,hijacked,yemen,yemen,679,"off_al_mukalla,_yemeni_coast,_gulf_of_aden",3,9,2008,14.45,49.666667,1,imb,al_mansourah,panama,95,6,steaming,12,1,"guns,_rpgs",4,1,0,1,1,1,1,1,1,0.395833333
4129,,attempted,fired_upon,yemen,yemen,679,"39nm_off_yemeni_coast,_gulf_of_aden",3,9,2008,13.615,49.203333,1,imb,orsolina_bottiglieri,italy,325,2,steaming,10,1,guns,4,1,0,1,0,1,0,3,2,0.608333333
4130,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,5,9,2008,12.958333,47.066667,1,imb,jin_yuan_men,st._vincent_&_grenadines,57,6,steaming,4,1,"guns,_rpgs",4,1,0,1,0,1,0,3,4,0.215277778
4132,,attempted,,yemen,yemen,679,"33nm_s_of_yemeni_coast,_gulf_of_aden",6,9,2008,12.963333,47.026667,1,imb,sigloo_discovery,singapore,830,7,steaming,6,1,"guns,_rpgs",4,1,0,1,0,1,0,-99,1,0.295138889
4131,,attempted,fired_upon,yemen,yemen,679,"38nm_off_yemen_coast,_gulf_of_aden",6,9,2008,12.95,47.283333,1,imb,front_voyager,bahamas,31,8,steaming,6,1,guns,4,1,0,1,0,1,0,3,1,0.416666667
4133,,actual,boarded,indonesia,indonesia,850,"tanjung_bara_anchorage,_indonesia",6,9,2008,0.555,117.723333,1,imb,spar_neptun,norway,385,2,anchored,unspecified,0,unknown,0,0,0,1,0,2,1,2,4,0.111111111
4136,,actual,boarded,nigeria,nigeria,475,"off_lagos,_nigeria",7,9,2008,6.158333,3.583333,1,imb,maersk_needham,singapore,830,4,steaming,4,0,unspecified,2,1,0,1,0,1,1,2,3,0.989583333
4134,,attempted,,yemen,yemen,679,gulf_of_aden,7,9,2008,12.766667,45.833333,1,imb,fonarun_naree,thailand,800,2,steaming,unspecified,0,unknown,1,1,0,1,0,1,0,-99,1,0.404166667
4135,,actual,hijacked,malaysia,malaysia,820,"off_pulau_tioman,_malaysia",7,9,2008,2.783333,104.166667,4,imb,whale_7_&_sinobest_2503,singapore,830,1,steaming,15,1,long_knives,4,1,0,1,0,1,1,1,3,0.854166667
4137,,actual,boarded,nigeria,nigeria,475,"berth_no.4,_tincan_island_container_terminal,_lagos,_nigeria_(used_coordinates_of_lagos_port_from_other_incidents)",8,9,2008,6.178333,3.396667,2,imb,cma_cgm_aguila,cyprus,352,4,berthed,1,0,unspecified,0,0,0,1,0,3,1,2,4,0.208333333
4138,,attempted,,yemen,yemen,679,gulf_of_aden,8,9,2008,12.758,46.088333,1,imb,ocean_queen,singapore,830,8,steaming,unspecified,0,unknown,1,1,0,1,0,1,0,-99,1,0.288194444
4139,,attempted,,yemen,yemen,679,gulf_of_aden,8,9,2008,12.903333,46.07,1,imb,oocl_tokyo,hong_kong,710,4,steaming,unspecified,1,guns,3,1,0,1,0,1,0,-99,4,0.208333333
4140,,actual,boarded,indonesia,indonesia,850,"vicinity_of_bintan_islands,_indonesia",8,9,2008,1.1705,104.7825,1,imb,kimtrans_echo,singapore,830,1,steaming,5,1,long_knives,4,1,0,1,0,1,1,2,4,0.170138889
4141,,attempted,,vietnam,vietnam,816,"vung_tau_anchorage,_vietnam",9,9,2008,10.266667,107.158333,1,imb,maersk_aberdeen,hong_kong,710,4,anchored,1,0,none,0,0,0,1,0,2,0,-99,4,0.083333333
4142,,actual,hijacked,yemen,yemen,679,gulf_of_aden,10,9,2008,13.151,47.95,1,imb,bright_ruby,korea,730,2,steaming,unspecified,1,unspecified,4,1,0,1,1,1,1,1,1,0.289583333
4143,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,10,9,2008,12.675,48.375,1,imb,michael_s,malta,338,2,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,4,0.104166667
4144,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,12,9,2008,13.4,48.333333,1,imb,le_tong,china,710,6,steaming,8,1,guns,4,1,0,1,0,1,0,3,2,0.634027778
4145,,attempted,fired_upon,internationa_waters_(indian_ocean),seychelles,591,"450nm_off_mogadishu,_somalia",13,9,2008,2.166667,54.666667,1,imb,drennee,france,220,5,steaming,unspecified,1,rpg,4,1,0,1,0,1,0,3,1,0.375
4147,,attempted,,yemen,yemen,679,gulf_of_aden,13,9,2008,13.538333,48.788333,1,imb,golden_elizabeth,panama,95,3,steaming,unspecified,0,unknown,1,1,0,1,0,1,0,-99,4,0.194444444
4146,,actual,boarded,india,india,750,"warf_no_q4,_cochin_port,_india",13,9,2008,9.9625,76.263167,1,imb,kindship_prosperity,india,750,6,anchored,2,1,knives,3,1,0,1,0,2,1,2,4,0.125
4148,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,14,9,2008,13.642,48.983333,1,imb,shou_change_hai,china,710,2,steaming,6,1,guns,4,1,0,0,0,1,0,3,2,0.607638889
4149,,actual,hijacked,yemen,yemen,679,gulf_of_aden,15,9,2008,13.575667,49.009667,1,imb,stolt_valor,hong_kong,710,3,steaming,15,1,unspecified,4,1,0,1,1,1,1,1,1,0.446527778
4152,,actual,boarded,tanzania,tanzania,510,"18nm_off_dar_es_salaam,_tanzania",18,9,2008,-6.666667,39.583333,1,imb,torm_freya,denmark,390,8,steaming,6,0,none,0,0,0,1,0,1,1,2,4,0.03125
4153,,actual,hijacked,internationa_waters_(indian_ocean),somalia,520,"250nm_off_mogadishu,_somalia",18,9,2008,2.368833,50.919167,1,imb,centauri,malta,338,2,steaming,5,1,unspecified,4,1,0,1,1,1,1,1,4,0.118055556
4150,,attempted,,yemen,yemen,679,"40nm_se_of_al_mukalla,_gulf_of_aden",18,9,2008,13.9,49.516667,1,imb,jo_oak,norway,385,3,steaming,unspecified,0,unknown,1,1,0,1,0,1,0,-99,1,0.270833333
4151,,actual,hijacked,yemen,yemen,679,gulf_of_aden,18,9,2008,14.216667,49.983333,1,imb,great_creation,hong_kong,710,2,steaming,8,1,guns,4,1,0,1,1,1,1,1,1,0.2625
4155,,actual,boarded,venezuela,venezuela,101,"guanta_roads,_venezuela",19,9,2008,10.2705,-64.568667,1,imb,natacha-c,united_kingdom,210,6,anchored,5,0,none,0,0,0,1,0,2,1,2,3,0.888888889
4154,,attempted,,yemen,yemen,679,gulf_of_aden,19,9,2008,13.217667,49.517333,1,imb,uni-premier,panama,95,4,steaming,12,1,"guns,_rpgs",3,1,0,1,0,1,0,-99,2,0.56875
4158,,actual,boarded,nigeria,nigeria,475,"6.6nm_off_lagos_breakwater,_nigeria",20,9,2008,6.3,3.316667,1,imb,greataf,marshall_islands,983,8,anchored,2,1,knives,4,1,0,1,0,2,1,2,4,0.041666667
4157,,actual,boarded,tanzania,tanzania,510,"dar_es_salaam,_tanzania",20,9,2008,-6.734333,39.434333,1,imb,safmarine_asia,liberia,450,4,steaming,16,1,knives,4,1,0,1,0,1,1,2,3,0.895833333
4156,,attempted,fired_upon,internationa_waters_(indian_ocean),somalia,520,"off_somali_coast,_somalia",20,9,2008,2.616667,51.416667,1,imb,hengam,malta,338,8,steaming,3,1,"rpg,_guns",4,1,0,1,0,1,0,3,2,0.708333333
4159,,actual,hijacked,internationa_waters_(indian_ocean),somalia,520,"off_somali_coast,_somalia",21,9,2008,2.5,51.988333,1,imb,capt._stefanos,bahamas,31,2,steaming,4,1,unspecified,4,1,0,1,1,1,1,1,4,0.083333333
4162,,actual,boarded,ghana,ghana,452,"tema_anchorage,_ghana",23,9,2008,5.55,0.015,1,imb,cma_cge_comoe,liberia,450,4,anchored,unspecified,1,unknown,4,1,0,1,0,2,1,2,4,0.0625
4160,,actual,boarded,tanzania,tanzania,510,"dar_es_salaam_anchorage,_tanzania",23,9,2008,-6.75,39.333333,1,imb,nordstar,cyprus,352,4,anchored,6,0,none,0,0,0,1,0,2,1,2,3,0.909722222
4161,,actual,boarded,indonesia,indonesia,850,"tg_priok_cargo_anchorage,_jakarta,_indonesia",23,9,2008,-6.040833,106.910167,1,imb,kuo_hung,panama,95,4,anchored,3,1,knives,3,1,0,0,0,2,1,2,3,0.850694444
4163,,actual,hijacked,internationa_waters_(indian_ocean),somalia,520,east_coast_of_somalia,25,9,2008,2.166667,50.666667,1,imb,faina,belize,80,0,steaming,unspecified,1,unspecified,5,1,0,1,0,1,1,1,2,0.548611111
4164,,actual,hijacked,yemen,yemen,679,gulf_of_aden,26,9,2008,13.537167,48.606,1,imb,genius,liberia,450,3,steaming,unspecified,1,guns,4,1,0,1,1,1,1,1,1,0.352777778
4165,,actual,boarded,nigeria,nigeria,475,"fairway_buoy,_lagos_roadstead,_nigeria",27,9,2008,6.291333,3.4,1,imb,berta,antigua_&_barbuda,58,4,anchored,1,0,none,0,0,0,1,0,2,1,2,3,0.902777778
4166,,actual,boarded,indonesia,indonesia,850,"vicinity_of_anambas_island,_indonesia",30,9,2008,2.8,105.153333,1,imb,j.k.m._muhieddine,panama,95,2,steaming,8,1,long_knives,4,1,0,1,0,1,1,2,4,0.159722222
4168,,attempted,fired_upon,somalia,somalia,520,gulf_of_aden,1,10,2008,12.707833,49.171667,1,imb,ever_unicorn,panama,95,4,steaming,4,1,guns,4,1,0,1,0,1,0,3,2,0.607638889
4167,,attempted,,yemen,yemen,679,gulf_of_aden,1,10,2008,13.2265,47.958667,1,imb,four_springs,italy,325,8,steaming,unspecified,0,unknown,1,1,0,1,0,1,0,-99,4,0.224305556
4169,,attempted,,yemen,yemen,679,gulf_of_aden,1,10,2008,13.166667,47.716667,1,imb,athena_4,panama,95,3,steaming,unspecified,1,rpgs,3,1,0,1,0,1,0,-99,4,0.15625
4170,,attempted,,yemen,yemen,679,gulf_of_aden,1,10,2008,13.383333,48.15,1,imb,vancouver_victory,panama,95,2,steaming,8,1,guns,3,1,0,1,0,1,0,-99,4,0.125
4174,,attempted,,peru_(peruvian_point_of_view),peru_(peruvian_point_of_view),135,"callao_anchorage_no._12,_peru_(used_coordinates_from_other_incidents)",2,10,2008,-12.040667,-77.1405,2,imb,ccni_mejillones,panama,95,4,anchored,5,0,none,1,1,0,1,0,2,0,-99,3,0.961805556
4171,,actual,boarded,nigeria,nigeria,475,5nm_off_bonny_fairway_buoy_(used_coordinates_for_2008_incident_of_27.9.2008_at_same_buoy),2,10,2008,6.291333,3.4,3,imb,calypso_iii,panama,95,6,steaming,unspecified,0,none,0,0,0,1,0,1,1,2,1,0.458333333
4173,,attempted,,nigeria,nigeria,475,"20nm_s_of_bonny_signal_station,_bonny_river,_nigeria",2,10,2008,3.986167,6.753833,1,imb,ivan_pribyiskiy,panama,95,0,steaming,10,1,"guns,_grenades",3,1,0,1,0,1,0,-99,2,0.510416667
4172,,attempted,,yemen,yemen,679,gulf_of_aden,2,10,2008,13.123333,48.763333,1,imb,toronto,united_kingdom,200,0,steaming,5,1,guns,3,1,0,1,0,1,0,-99,1,0.322916667
4175,,actual,boarded,indonesia,indonesia,850,"off_mangkai_island,_indonesia",2,10,2008,3.191667,105.3705,1,imb,sun_geranium,panama,95,3,steaming,8,1,long_knives,4,1,0,1,0,1,1,2,4,0.097222222
4176,,actual,boarded,indonesia,indonesia,850,"5nm_off_mangkai_island,_indonesia",3,10,2008,3.084167,105.516667,1,imb,diamond_coral,panama,95,7,steaming,6,1,long_knives,4,1,0,1,0,1,1,2,4,0.104166667
4177,,attempted,,nigeria,nigeria,475,"53nm_offshore_sw_of_bonny_river,_nigeria",4,10,2008,3.6,6.325,1,imb,ocean_grace,liberia,450,3,steaming,unspecified,1,guns,3,1,0,1,0,1,0,-99,2,0.645833333
4178,,actual,boarded,indonesia,indonesia,850,singapore_straits,4,10,2008,1.2005,103.900333,1,imb,sin_hust,malaysia,820,6,steaming,5,1,long_knives,4,1,0,1,0,1,1,2,4,0.034722222
4179,,actual,boarded,malaysia,malaysia,820,"2.7nm_s_of_teluk_ramunia,_johor,_malaysia",8,10,2008,1.315,104.25,1,imb,apl_chiwan,panama,95,4,anchored,unspecified,0,unknown,0,0,0,1,0,2,1,2,4,0.1875
4180,,attempted,fired_upon,somalia,somalia,520,off_somalia,9,10,2008,-2.116667,43.15,1,imb,as_salaam,panama,95,6,steaming,unspecified,0,unknown,0,0,0,1,0,1,0,3,2,0.5625
4181,,actual,hijacked,yemen,yemen,679,gulf_of_aden,9,10,2008,14.075333,50.870667,1,imb,wael_h,panama,95,6,steaming,unspecified,1,guns,4,1,0,1,0,1,1,1,2,0.708333333
4182,,attempted,,yemen,yemen,679,gulf_of_aden,10,10,2008,15.166667,51.75,1,imb,sophia,bahamas,31,2,steaming,unspecified,1,unspecified,3,1,0,1,0,1,0,-99,1,0.375
4183,,actual,hijacked,yemen,yemen,679,gulf_of_aden,10,10,2008,13.102667,47.223833,1,imb,action,panama,95,3,steaming,unspecified,1,unspecified,5,1,0,1,1,1,1,1,2,0.5625
4184,,actual,boarded,vietnam,vietnam,816,"vung_tau_anchorage,_vietnam",13,10,2008,10.243333,107.438333,1,imb,sumire,panama,95,4,anchored,unspecified,0,unknown,0,0,0,1,0,2,1,2,4,0.25
4185,,actual,hijacked,yemen,yemen,679,gulf_of_aden,14,10,2008,12.990333,48.495333,1,imb,shri_shiv_shamboo,india,750,0,steaming,9,1,unspecified,4,1,0,1,0,1,1,1,2,0.583333333
4186,,actual,hijacked,yemen,yemen,679,gulf_of_aden,15,10,2008,13.565333,50.178333,1,imb,african_sanderling,panama,95,2,steaming,unspecified,1,unspecified,4,1,0,1,0,1,1,1,4,0.172916667
4187,,attempted,,yemen,yemen,679,gulf_of_aden,16,10,2008,12.733333,45.866667,1,imb,hormoz,malta,338,8,steaming,3,1,guns,3,1,0,1,0,1,0,-99,2,0.708333333
4188,,actual,boarded,ghana,ghana,452,"tema_anchorage,_ghana",21,10,2008,5.573333,0.066667,1,imb,aquamarine_i,panama,95,3,anchored,unspecified,0,none,0,0,0,1,0,2,1,2,4,0.145833333
4189,,attempted,fired_upon,kenya,kenya,501,"180nm_of_mombasa,_kenya",23,10,2008,-3.5905,42.8325,1,imb,kota_hening,singapore,830,4,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,2,0.708333333
4190,,actual,boarded,cameroon,cameroon,471,"doula_port,_cameroon_(used_coordinates_from_other_incidents)",25,10,2008,4.043167,9.666667,2,imb,dynamic_installer,bahamas,31,0,berthed,unspecified,0,none,0,0,0,1,0,3,1,2,4,0.0625
4191,,attempted,,yemen,yemen,679,gulf_of_aden,28,10,2008,12.67,45.481667,1,imb,noor,malta,338,8,steaming,24,1,unspecified,3,1,0,1,0,1,0,-99,1,0.477083333
4192,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,28,10,2008,13.433333,48.45,1,imb,leander,panama,95,8,steaming,unspecified,1,guns,4,1,0,1,0,1,0,3,1,0.333333333
4193,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,28,10,2008,12.9,46.666667,1,imb,leander,panama,95,8,steaming,12,1,guns,4,1,0,1,0,1,0,3,2,0.625
4194,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,28,10,2008,13.284667,48.5905,1,imb,aquilo,st._vincent_&_grenadines,57,6,steaming,5,1,guns,4,1,0,1,0,1,0,3,2,0.576388889
4195,,actual,hijacked,yemen,yemen,679,gulf_of_aden,29,10,2008,13.0025,46.678833,1,imb,yasa_neslihan,marshall_islands,983,2,steaming,unspecified,1,guns,4,1,0,1,0,1,1,1,1,0.4375
4197,,actual,boarded,cameroon,cameroon,471,"bakasi_peninsula,_kole_oil_terminal,_cameroon",31,10,2008,4.222333,8.564667,1,imb,bourbon_sagitta,france,220,1,steaming,unspecified,1,unspecified,4,1,0,1,0,1,1,2,4,0.000694444
4196,,actual,boarded,indonesia,indonesia,850,"off_batu_berhenti,_singapore_straits",31,10,2008,1.183333,103.841667,1,imb,arowana_rangers,malaysia,820,8,anchored,5,1,knives,3,1,0,1,0,2,1,2,4,0.020833333
4198,,actual,boarded,nigeria,nigeria,475,"opl_lagos_anchorage,_nigeria",1,11,2008,6.31,3.44,1,imb,freja_breeze,panama,95,8,anchored,2,1,knives,4,1,0,1,0,2,1,2,3,0.878472222
4200,,actual,hijacked,nigeria,nigeria,475,"berth_no.8_apapa_port,_lagos,_nigeria",2,11,2008,6.442833,3.384833,1,imb,pontica,st._vincent_&_grenadines,57,6,berthed,7,0,unknown,0,0,0,1,0,3,1,1,4,0.180555556
4199,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,2,11,2008,13.033333,46.616667,1,imb,britta_maersk,denmark,390,3,steaming,5,1,guns,4,1,0,1,0,1,0,3,1,0.416666667
4201,,actual,boarded,indonesia,indonesia,850,"taboneo_anchorage,_kalimantan,_indonesia",5,11,2008,-3.68,114.445,1,imb,trident_endeavor,greece,350,2,anchored,4,1,"catapults,_knives,_hacksaws",4,1,0,1,0,2,1,2,4,0.125
4202,,actual,hijacked,yemen,yemen,679,gulf_of_aden,7,11,2008,12.766667,45.933333,1,imb,cec_future,bahamas,31,6,steaming,unspecified,1,unspecified,4,1,0,1,0,1,1,1,2,0.528472222
4203,,actual,boarded,bangladesh,bangladesh,771,chittagong_anchorage_a_bangladesh,7,11,2008,22.263333,91.735,1,imb,balzo,panama,95,8,anchored,5,0,none,0,0,0,1,0,2,1,2,3,0.871527778
4204,,actual,boarded,ecuador,ecuador,130,"pedernales,_ecuador",8,11,2008,0.8,-80.116667,1,imb,sarana,usa,2,9,anchored,5,1,unspecified,4,1,0,1,0,2,1,2,2,0.583333333
4205,,attempted,fired_upon,internationa_waters_(indian_ocean),somalia,520,"250nm_e_of_mogadishu,_somalia",10,11,2008,1.208333,50.685,1,imb,al_mareekh,saudi_arabia,670,0,steaming,unspecified,1,"guns,_rpgs",4,1,0,1,0,1,0,3,1,0.420138889
4206,,actual,hijacked,yemen,yemen,679,gulf_of_aden,10,11,2008,13.46,48.446667,1,imb,stolt_strength,philippines,840,3,steaming,unspecified,1,"guns,_rpgs",4,1,0,1,0,1,1,1,2,0.583333333
4207,,actual,boarded,indonesia,indonesia,850,"off_batu_berhenti,_singapore_straits",10,11,2008,1.184833,103.868333,1,imb,maju_daya_3_&_marco_polo_188,indonesia,850,1,steaming,5,1,long_knives,3,1,0,1,0,1,1,2,4,0.020833333
4208,,attempted,,yemen,yemen,679,gulf_of_aden,11,11,2008,12.75,46.066667,1,imb,jag_arnav,india,750,2,steaming,6,0,unknown,1,1,0,1,0,1,0,-99,4,0.177083333
4209,,attempted,,yemen,yemen,679,gulf_of_aden,12,11,2008,12.56,45.176667,1,imb,haraz,cyprus,352,8,steaming,unspecified,1,unspecified,3,1,0,1,0,1,0,-99,2,0.506944444
4210,,actual,hijacked,yemen,yemen,679,gulf_of_aden,12,11,2008,13.116667,46.8,1,imb,karagol,turkey,640,3,steaming,unspecified,1,unspecified,4,1,0,1,0,1,1,1,2,0.593055556
4211,,actual,boarded,colombia,colombia,100,"mamoral_a_anchorage,_cartagena,_colombia_(located_coordinates_for_barranquilla,_the_port_in_cartagena)",13,11,2008,10.958333,-74.791167,2,imb,glory_ocean,singapore,830,0,anchored,unspecified,1,"guns,_knives",4,1,0,1,0,2,1,2,1,0.416666667
4213,,attempted,fired_upon,internationa_waters_(indian_ocean),kenya,501,off_southern_somalia,13,11,2008,-4.856667,44.901667,1,imb,kapitan_maslov,cyprus,352,4,steaming,unspecified,1,"guns,_rpgs",4,1,0,1,0,1,0,3,2,0.53125
4212,,attempted,fired_upon,yemen,yemen,679,gulf_of_aden,13,11,2008,13.466667,49.358333,1,imb,tai_bai_hai,china,710,2,steaming,6,1,"guns,_rpgs",4,1,0,1,0,1,0,3,1,0.270833333
4216,,actual,hijacked,somalia,somalia,520,off_southern_somalia,14,11,2008,0.4167,44.6155,4,imb,tianyu_no.8,china,710,5,steaming,unspecified,1,unspecified,1,1,0,1,0,1,1,1,4,early_hours
4215,,attempted,fired_upon,internationa_waters_(indian_ocean),seychelles,591,off_southern_somalia,14,11,2008,-4.426667,48.975,1,imb,ts_colombo,hong_kong,710,4,steaming,unspecified,1,"guns,_rpgs",4,1,0,1,0,1,0,3,3,0.898611111
4214,,attempted,,yemen,yemen,679,gulf_of_aden,14,11,2008,13.355,47.314333,1,imb,golden_ambrosia,singapore,830,3,steaming,unspecified,1,guns,3,1,0,1,0,1,0,-99,1,0.274305556
4217,,actual,hijacked,internationa_waters_(indian_ocean),seychelles,591,off_southern_somalia,15,11,2008,-4.683333,48.716667,1,imb,sirius_star,liberia,450,8,steaming,unspecified,1,unspecified,1,1,0,1,0,1,1,1,1,0.307638889
4218,,actual,hijacked,yemen,yemen,679,gulf_of_aden,15,11,2008,12.85,46.716667,1,imb,chemstar_venus,panama,95,3,steaming,5,1,unspecified,4,1,0,1,0,1,1,1,1,0.385416667
4219,,actual,boarded,nigeria,nigeria,475,"warri_river,_nigeria",16,11,2008,5.5755,5.373167,1,imb,thor_galaxy,hong_kong,710,6,steaming,unspecified,1,guns,4,1,0,1,0,1,1,2,1,0.40625
4220,,attempted,fired_upon,nigeria,nigeria,475,"bonny_outer_road_anchorage,_nigeria",16,11,2008,4.133333,6.833333,1,imb,frio_roma,panama,95,0,anchored,6,1,guns,4,1,0,1,0,2,0,3,4,0.131944444
4221,,actual,hijacked,yemen,yemen,679,"30nm_e_of_ash_shir,_gulf_of_aden",18,11,2008,14.285833,50.261667,1,imb,ekawatnava_5,kiribati,946,5,steaming,unspecified,1,unspecified,4,1,0,1,0,1,1,1,1,0.395833333
4222,,actual,hijacked,yemen,yemen,679,gulf_of_aden,18,11,2008,14.383333,51.083333,1,imb,delight,hong_kong,710,2,steaming,unspecified,1,guns,5,1,0,1,0,1,1,1,4,0.25
4223,,actual,boarded,ghana,ghana,452,"tema_anchorage,_ghana",20,11,2008,5.575,0.058333,1,imb,northern_joy,germany,255,4,anchored,8,1,long_knives,4,1,0,1,0,2,1,2,4,0.083333333
4224,,attempted,,philippines,philippines,840,"west_coast_of_luzon,_philippines",21,11,2008,16.283333,119.541667,1,imb,vancouver_victory,panama,95,2,steaming,unspecified,0,unknown,1,1,0,1,0,1,0,-99,4,0.0625
4225,,actual,boarded,malaysia,malaysia,820,"east_opl_singapore,_singapore_straits",22,11,2008,1.304167,104.206667,1,imb,kirana_dwitya,singapore,830,8,anchored,5,1,"guns,_knives",3,1,0,1,0,2,1,2,4,0.104166667
