Incident Reference,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,IMO?,Location Description,Day,Month,Year,Hour (24-Hr Format),Latitude GPS,Latitude Direction,Lat Degrees,Lat Minutes,Lat Decimal Degrees,Longitude GPS,Longitude Direction,Long Degrees,Long Minutes,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
565,Attempted,,Turkey,Turkey,640,,"Mersin port, Turkey",9,2,1997,,01.53.19,North,36,46,36.7666667,34:38.59,East,34,38.59,34.6432,2,IMB,Tirana,Albania,339,6,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,-99,
2435,Actual,Boarding,Indonesia,Indonesia,850,,"Samarinda Anchorage, Indonesia",6,1,2003,2:00,0:31.59,South,0,31.59,-0.5265,004.88.13,East,117,9,117.1500,2,IMB,Setif II,Algeria,615,2,Anchored,5,1,Knives,,1,1,1,0,2,1,2,4,2:00:00 AM
5104,Actual,Hijacked,Oman,Oman,698,,"Off Oman, Off Somalia",1,1,2011,10:30,15:45,North,15.0000,45.0000,15.7500,055:52,East,55.0000,52.0000,55.8667,1,IMB,Bilda,Algeria,615,2,Steaming,Unspecified,1,Unspecified,0,0,0,1,1,1,1,1,1,10:30:00 AM
3391,Actual,Hijacked,Somalia,Somalia,520,,"Vicinity of Mogadishu, Somalia",26,9,2005,,2:1.0000,North,2.0000,1.0000,2.0167,45:21.0000,East, 45.0000 ,21.0000,45.3500,4,IMB,IBN Batouta,Algeria,615,6,Steaming,Unspecified,0,Unspecified,1,1,1,1,0,1,1,1,-99,
619,Actual,Boarding,Senegal,Senegal,433,,"Dakar, Senegal",9,5,1997,,00.61.11,North,14,40,14.6666667,000.72.36,West,17,22,-17.3667,4,IMB,Zaccar,Algeria,615,8,Unspecified,Unspecified,1,Unspecified,,0,1,1,0,-99,1,2,-99,
1582,Actual,Boarded,Ghana,Ghana,452,,"Tema Anchorage, Ghana",28,9,2000,,5:37.55,North,5,37.55,5.6258333,0:0.42,East,0,0.42,0.0070,2,IMB,Carina,Antigua & Barbuda,57,4,Anchored,Unspecified,0,Unspecified,0,0,None,1,0,2,1,2,-99,
4073,Attempted,,Yemen,Yemen,679,,Gulf of Aden,21,6,2008,6:10,13:08.7,North,13.0000,8.7000,13.1450,48:03.7,East,48.0000,3.7000,48.0617,1,IMB,Hudson Bay,Antigua & Barbuda,58,-99,Steaming,Unspecified,0,Unknown,1,1,0,1,0,1,0,-99,1,6:10:00 AM
4862,Actual,Boarded,Guyana,Guyana,110,,"Georgetown Roads, Guyana (Located Port, aka: Georgetown Anchorage, used coordinates from other observations.)",3,7,2010,20:35,6:41.6,North,6.0000,41.6000,6.6933,58:11.25,West,58.0000,11.2500,-58.1875,2,IMB,Cemisle,Antigua & Barbuda,58,-99,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,1,2,3,8:35:00 PM
2369,Actual,Boarded,Peru (Peruvian point of view),Peru (Peruvian point of view),135,,"Berth 5-C, Callao Port, Peru",31,10,2002,15:30,12.07.7,South,12.0000,7.7000,-12.1283333,77:12.3,West,77.0000,12.3000,-77.2050,2,IMB,Bled,Antigua & Barbuda,58,2,Berthed,4,0,Unspecified,0,0,Property,1,0,3,1,2,2,3:30:00 PM
3171,Actual,Boarded,Indonesia,Indonesia,850,,"Balikpapan Anchorage, Indonesia",13,12,2004,2:35,1:16.0,South,1.0000,16.0000,-1.2666667,116:48.0,East,116.0000,48.0000,116.8000,1,IMB,Peoria,Antigua & Barbuda,58,2,Anchored,Unspecified,1,"Daggers, Swords, Guns",4,1,Stores,0,0,2,1,2,4,2:35:00 AM
4676,Actual,Boarded,Yemen,Yemen,679,,Gulf of Aden,5,2,2010,6:00,13:00.0,North,13.0000,0.0000,13.0000,48:45.0,East,48.0000,45.0000,48.7500,1,IMB,Ariella,Antigua & Barbuda,58,2,Steaming,6,1,Guns,4,1,0,1,0,1,1,2,4,6:00:00 AM
790,Attempted,,Philippines,Philippines,840,,"Manila Bay, Philippines",16,2,1998,,14:26.8,North,14.0000,26.8000,14.4466667,120:41.9,East,120.0000,41.9000,120.6983,1,IMB,Martravelier,Antigua & Barbuda,58,4,Steaming,18,0,Unspecified,0,0,None,1,0,1,0,-99,-99,
1356,Attempted,,India,India,750,,"Chennai, India",24,4,2000,,13:6.40,North,13,6.40,13.1066667,80:18.3,East,80,18.30,80.3050,2,IMB,Starlight,Antigua & Barbuda,58,4,Anchored,6,0,Unspecified,0,0,None,1,0,2,0,-99,-99,
1361,Actual,Boarded,Venezuela,Venezuela,101,,"Guanta Anchorage, Venezuela",28,4,2000,,10:14.57,North,10,14.57,10.2428333,64:35.40,West,64,35.40,-64.5900,2,IMB,Alexandra,Antigua & Barbuda,58,4,Berthed,Unspecified,0,Unspecified,0,0,Cargo,1,0,3,1,2,-99,
1468,Actual,Boarded,Indonesia,Indonesia,850,,"Belawan Container Terminal, Indonesia",24,7,2000,,3:47.02,North,3,47.0200,3.7836667,98:42.04,East,98,42.0400,98.7007,2,IMB,Malaysia Star I,Antigua & Barbuda,58,4,Berthed,2,0,Unspecified,0,0,Stores,1,0,3,1,2,-99,
1613,Attempted,Fired Upon,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",13,10,2000,,22:08.2,North,22,8.20,22.1366667,91:42.1,East,91,42.10,91.7017,1,IMB,Actuaria,Antigua & Barbuda,58,4,Steaming,10,1,Guns,3,1,None,1,0,1,0,3,-99,
2172,Actual,Boarded,Ecuador,Ecuador,130,,"Manta Anchorage, Guayaquil, Ecuador (Used coordinates from other incidents)",24,4,2002,2:00,0:56.52,South,0.0000,56.5200,-2.2833333,80:43.15,West,80.0000,43.1500,-80.7192,2,IMB,Maersk La Guaira,Antigua & Barbuda,58,4,Anchored,2,0,Unspecified,2,1,Property,1,0,2,1,2,4,2:00:00 AM
2171,Actual,Boarded,Ecuador,Ecuador,130,,"Access Channel, Guayaquil, Ecuador (Coded as Guayaquil Port)",24,4,2002,Evening Hours,0:56.52,South,0.0000,56.5200,-2.2833333,80:43.15,West,80.0000,43.1500,-80.7192,4,IMB,Maersk La Guaira,Antigua & Barbuda,58,4,Anchored,5,0,Unspecified,0,0,Cargo,1,0,2,1,2,3,Evening Hours
2246,Attempted,,Colombia,Colombia,100,,"Rio Magdalena Channel, Barranquilla, Colombia ",3,7,2002,3:00,11.03.43,North,11,3.43,11.062,74:84,West,74,84,-74.8405,4,IMB,EWL Venezuela,Antigua & Barbuda,58,4,Anchored,5,0,Unspecified,0,0,None,1,0,2,0,-99,4,3:00:00 AM
2253,Actual,Boarded,Ecuador,Ecuador,130,,"2nm off Manta Port, Ecuador (Measured 5km N of Manta Port)",9,7,2002,6:20,0:53.14,South,0.0000,53.1400,-0.8856667,80:43.15,West,80.0000,43.1500,-80.7192,3,IMB,Madeleine,Antigua & Barbuda,58,4,Steaming,3,1,Guns,3,1,Unspecified,1,0,1,1,2,1,6:20:00 AM
2374,Actual,Boarded,Ghana,Ghana,452,,"Tema Anchorage, Ghana",2,11,2002,3:00,5:37.55,North,5.0000,37.5500,5.6258333,0:0.42,East,0.0000,0.4200,0.0070,2,IMB,Alexandra,Antigua & Barbuda,58,4,Anchored,7,0,Unspecified,0,0,"Cargo, Stores",1,0,2,1,2,4,3:00:00 AM
2892,Attempted,,Haiti,Haiti,41,,"Anchorage D, Port au Prince, Haiti",27,1,2004,3:50,18:33.8,North,18.0000,33.8000,18.5633333,72:22.9,West,72.0000,22.9000,-72.3817,1,IMB,Palucca,Antigua & Barbuda,58,4,Anchored,4,1,Knives,3,1,None,1,0,2,0,-99,4,3:50:00 AM
2978,Attempted,,Colombia,Colombia,100,,"Buenaventura River, Colombia ",18,4,2004,5:20,3:49.4,North,3.0000,39.4000,3.6566667,77:09.7,West,77.0000,9.7000,-77.1617,4,IMB,CSAV Hamburgo,Antigua & Barbuda,58,4,Steaming,12,0,Unspecified,0,0,None,1,0,1,0,-99,4,5:20:00 AM
3052,Actual,Boarded,Brazil,Brazil,140,,"Rio Grande Outer Anchorage, Brazil (Used coordinates from other incidents)",25,7,2004,Night Hours,32:11.0,South,32.0000,11.0000,-32.1833333,51:58.0,West,51.0000,58.0000,-51.9667,2,IMB,Montemar Europa,Antigua & Barbuda,58,4,Anchored,Unspecified,0,Unspecified,0,0,Cargo,1,0,2,1,2,3,Night Hours
3096,Actual,Boarded,Jamaica,Jamaica,51,,"Outer Anchorage Kingston, Jamaica",15,9,2004,8:24,17:58.54,North,17.0000,58.5400,17.9756667,76:49.46,West,79.0000,49.4600,-79.8243,2,IMB,Alemania Express,Antigua & Barbuda,58,4,Anchored,5,1,Guns,3,1,Stores,0,0,2,1,2,1,8:24:00 AM
3125,Actual,Boarded,Tanzania,Tanzania,510,,"Outer Roads, Dar Es Salaam, Tanzania",28,10,2004,3:20,6:41.7,South,6.0000,41.7000,-6.6950000,39:27.3,East,39.0000,27.3000,39.4550,1,IMB,Jade Trader,Antigua & Barbuda,58,4,Steaming,15,1,Knives,3,1,"Cargo, Stores",1,0,1,1,2,4,3:20:00 AM
3530,Attempted,,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",3,4,2006,2:00,22:10.0,North,22.0000,10.0000,22.1667,91:46.0,East,91.0000,46.0000,91.7667,2,IMB,Westernstar,Antigua & Barbuda,58,4,Anchored,Unspecified,1,Long Knives,3,1,0,1,0,2,0,-99,4,2:00:00 AM
3533,Attempted,,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",4,4,2006,12:32,22:10.0,North,22.0000,10.0000,22.1667,91:46.0,East,91.0000,46.0000,91.7667,2,IMB,Westernstar,Antigua & Barbuda,58,4,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,0,-99,2,12:32:00 PM
3543,Attempted,,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",19,4,2006,22:00,22:10.0,North,22.0000,10.0000,22.1667,91:46.0,East,91.0000,46.0000,91.7667,2,IMB,Westernstar,Antigua & Barbuda,58,4,Anchored,32,1,Long Knives,3,1,0,1,0,2,0,-99,3,10:00:00 PM
3570,Attempted,,Jamaica,Jamaica,51,,"Kingston Outer Anchorage, Jamaica (Used coordinates from other incidents)",20,5,2006,3:00,17:52.7,North,17.0000,52.7000,17.8783,76:46.6,West,76.0000,46.6000,-76.7767,2,IMB,Pampero,Antigua & Barbuda,58,4,Anchored,6,1,Knives,3,1,0,0,0,2,0,-99,4,3:00:00 AM
3602,Actual,Boarded,Angola,Angola,540,,"Luanda Anchorage, Angola (Used coordinates from other incidents)",16,7,2006,0:15,8:48.0,South,8.0000,48.0000,-8.8000,13:15.0,East,13.0000,15.0000,13.2500,2,IMB,Range,Antigua & Barbuda,58,4,Anchored,4,1,Knives,3,1,0,1,0,2,1,2,4,12:15:00 AM
3617,Actual,Boarded,Brazil,Brazil,140,,"Santos Anchorage No.4, Brazil",21,8,2006,2:15,24:08.3,South,24.0000,8.3000,-24.1383,46:17.2,West,46.0000,17.2000,-46.2867,1,IMB,MSC Manaus,Antigua & Barbuda,58,4,Anchored,7,1,Guns,4,1,0,1,0,2,1,2,4,2:15:00 AM
3647,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage B, Bangladesh",9,10,2006,2:34,22:12.1,North,22.0000,12.1000,22.2017,91:45.0,East,91.0000,45.0000,91.7500,1,IMB,CSAV California,Antigua & Barbuda,58,4,Anchored,4,1,Knives,4,1,0,1,0,2,1,2,4,2:34:00 AM
3960,Actual,Boarded,Vietnam,Vietnam,816,,"Vinh Ha Long Inner Anchorage, Haiphong, Vietnam",4,1,2008,9:20,20:51.8,North,20.0000,51.8000,20.8633,107:07.4,East,107.0000,7.4000,107.1233,1,IMB,SYMS Husshan,Antigua & Barbuda,58,4,Steaming,7,1,Knives,4,1,0,1,0,1,1,2,1,9:20:00 AM
3983,Actual,Boarded,Nigeria,Nigeria,475,,"Berth Tin Can No.4, Lagos Port, Nigeria (Used coordinates from other incidents)",1,2,2008,3:15,6:07.5,North,6.0000,7.5000,6.1250,3:26.7,East,3.0000,26.7000,3.4450,2,IMB,Emilia,Antigua & Barbuda,58,4,Berthed,3,0,None,0,0,0,1,0,3,1,2,4,3:15:00 AM
4006,Actual,Boarded,Tanzania,Tanzania,510,,"Tanga Anchorage, Tanzania",19,3,2008,3:00,5:01.0,South,5.0000,1.0000,-5.0167,39:11.0,East,39.0000,11.0000,39.1833,1,IMB,MOL Rise,Antigua & Barbuda,58,4,Anchored,1,0,None,0,0,0,1,0,2,1,2,4,3:00:00 AM
4036,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Port, Bangladesh (Used coordinates from other incidents)",26,4,2008,15:18,22:10.0,North,22.0000,10.0000,22.1667,91:46.0,East,91.0000,46.0000,91.7667,2,IMB,Martha Russ,Antigua & Barbuda,58,4,Steaming,Unspecified,0,Unknown,0,0,0,1,0,1,1,2,2,3:18:00 PM
4069,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Outer Road Anchorage B, Bangladesh",13,6,2008,23:54,22:13.8,North,22.0000,13.8000,22.2300,91:44.3,East,91.0000,44.3000,91.7383,1,IMB,Ellen S,Antigua & Barbuda,58,4,Anchored,6,0,None,0,0,0,1,0,2,1,2,3,11:54:00 PM
4079,Actual,Boarded,Vietnam,Vietnam,816,,"Nha Be River, Ho Chi Minh City, Vietnam (Used port coordinates for Ho Chi Minh from other incidents)",1,7,2008,3:30,10:14.6,North,10.0000,14.6000,10.2433,106:45.0,East,106.0000,45.0000,106.7500,4,IMB,Marcomeptition,Antigua & Barbuda,58,4,Anchored,3,0,None,0,0,0,1,0,2,1,2,4,3:30:00 AM
4097,Actual,Boarded,Philippines,Philippines,840,,"Manila South Port, Outer Anchorage, Philippines",22,7,2008,3:40,14:33.4,North,14.0000,33.4000,14.5567,120:55.1,East,120.0000,55.1000,120.9183,1,IMB,Victoria Strait,Antigua & Barbuda,58,4,Anchored,12,1,Knives,3,1,0,0,0,2,1,2,4,3:40:00 AM
4165,Actual,Boarded,Nigeria,Nigeria,475,,"Fairway Buoy, Lagos Roadstead, Nigeria",27,9,2008,21:40,6:17.48,North,6.0000,17.4800,6.2913,3:24.00,East,3.0000,24.0000,3.4000,1,IMB,Berta,Antigua & Barbuda,58,4,Anchored,1,0,None,0,0,0,1,0,2,1,2,3,9:40:00 PM
4734,Attempted,Fired Upon,Internationa Waters (Indian Ocean),Maldives,781,,Somalia,31,3,2010,17:09,1:28.0,North,1.0000,28.0000,1.4667,65:09.7,East,65.0000,9.7000,65.1617,1,IMB,Delmas Nacala,Antigua & Barbuda,58,4,Steaming,Unspecified,1,Guns,4,1,0,1,0,1,0,3,2,5:09:00 PM
4762,Attempted,Fired Upon,Internationa Waters (Indian Ocean),Seychelles,591,,"882 NM East of Mogadishu, Somalia",11,4,2010,9:30,2:26.9,North,2.0000,26.9000,2.4483,59:59.8,East,59.0000,59.8000,59.9967,1,IMB,City of Guangzhou,Antigua & Barbuda,58,4,Steaming,Unspecified,0,Unknown,1,1,0,1,0,1,0,3,1,9:30:00 AM
4763,Attempted,,Nigeria,Nigeria,475,,"Lagos Roads, Nigeria",12,4,2010,12:15,6:16.6,North,6.0000,16.6000,6.2767,3:26.9,East,3.0000,26.9000,3.4483,1,IMB,CMA CGM Montenegro,Antigua & Barbuda,58,4,Steaming,3,1,Guns,3,1,0,1,0,1,0,-99,2,12:15:00 PM
4821,Attempted,,Haiti,Haiti,41,,"Port Au Prince Anchorage, Haiti",29,5,2010,5:51,18:34.0,North,18.0000,34.0000,18.5667,72:23.0,West,72.0000,23.0000,-72.3833,1,IMB,Marcajama,Antigua & Barbuda,58,4,Stationary,6,1,Knives,3,1,0,1,0,4,0,-99,4,5:51:00 AM
4894,Actual,Boarded,Iraq,Iraq,645,,"Umm Qasr Anchorage, Iraq",8,8,2010,3:30,29:41.7,North,29.0000,41.7000,29.6950,48:40.1,East,48.0000,40.1000,48.6683,1,IMB,Arminia,Antigua & Barbuda,58,4,Anchored,2,1,Guns,4,1,0,1,0,2,1,2,4,3:30:00 AM
4934,Actual,Boarded,Yemen,Yemen,679,,Gulf of Aden,8,9,2010,5:40,13:23.0,North,13.0000,23.0000,13.3833,49:58.0,East,49.0000,58.0000,49.9667,1,IMB,Magellan Star,Antigua & Barbuda,58,4,Steaming,9,1,Unknown,4,1,0,1,0,1,1,2,4,5:40:00 AM
4939,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage C, Bangladesh",12,9,2010,23:00,22:09.4,North,22.0000,9.4000,22.1567,91:45.0,East,91.0000,45.0000,91.7500,1,IMB,Maren S,Antigua & Barbuda,58,4,Anchored,3,1,Long knives,3,1,0,1,0,2,1,2,3,11:00:00 PM
4941,Actual,Boarded,Vietnam,Vietnam,816,,"Haiphong Roads, Vietnam",18,9,2010,4:30,20:38.6,North,20.0000,38.6000,20.6433,106:52.3,East,106.0000,52.3000,106.8717,1,IMB,Malte Rambow,Antigua & Barbuda,58,4,Anchored,20,1,Long knives,3,1,0,1,0,2,1,2,4,4:30:00 AM
4969,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage B, Bangladesh",11,10,2010,12:45,22:11.06,North,22.0000,11.0600,22.1843,91:44.38,East,91.0000,44.3800,91.7397,1,IMB,Maren S,Antigua & Barbuda,58,4,Anchored,Unspecified,1,Unknown,3,1,0,1,0,2,1,2,2,12:45:00 PM
5011,Actual,Boarded,Costa Rica,Costa Rica,94,,"Puerto Limon Anchorage, Costa Rica",5,11,2010,7:00,9:58.0,North,9.0000,58.0000,9.9667,83:00.0,West,83.0000,0.0000,-83.0000,1,IMB,APL Bogota,Antigua & Barbuda,58,4,Anchored,Unspecified,0,Unknown,0,0,0,1,0,2,1,2,1,7:00:00 AM
5038,Attempted,Fired Upon,Internationa Waters (Indian Ocean),Seychelles,591,,"(Indian Ocean), Around 430 NM SE of Mogadishu, Off Somalia",18,11,2010,19:54,1:18.0,South,1.0000,18.0000,-1.3000,52:47.0,East,52.0000,47.0000,52.7833,1,IMB,Northern Valour,Antigua & Barbuda,58,4,Steaming,Unspecified,1,"Guns, RPG",4,1,0,1,0,1,0,3,3,7:54:00 PM
5065,Attempted,,Internationa Waters (Indian Ocean),Seychelles,591,,"(Off Seychelles), Off Somalia",2,12,2010,8:41,00:18.53,North,0.0000,18.5300,0.3088,58:28.43,East,58.0000,28.4300,58.4738,1,IMB,Marcampania,Antigua & Barbuda,58,4,Steaming,5,0,Unknown,4,1,0,1,0,1,0,-99,1,8:41:00 AM
5067,Actual,Boarded,Peru (Peruvian point of view),Peru (Peruvian point of view),135,,"Callao Anchorage No. 1, Peru",3,12,2010,23:55,12:02.0,South,12.0000,2.0000,-12.0333,77:12.0,West,77.0000,12.0000,-77.2000,1,IMB,Rudolf Schepers,Antigua & Barbuda,58,4,Anchored,4,1,"Guns, Knives",4,1,0,1,0,2,1,2,3,11:55:00 PM
5722,Actual,Boarded,Tanzania,Tanzania,510,,"Dar Es Salaam Port, Tanzania (Located coordinates)",3,7,2012,20:50,6:49.59,South,6.0000,49.5900,-6.8265,39:16.59,East,39.0000,16.5900,39.2765,2,IMB,Stadt Sevilla,Antigua & Barbuda,58,4,Berthed,Unspecified,0,Unknown,0,0,0,1,0,3,1,2,3,8:50:00 PM
5800,Actual,Boarded,Ecuador,Ecuador,130,,"Guayaquil, Ecuador",13,11,2012,20:40,2:31.2,South,2.0000,31.2000,-2.5200,80:05.2,West,80.0000,5.2000,-80.0867,1,IMB,Madeleine,Antigua & Barbuda,58,4,Steaming,10 to 12,1,"Gun, Knives",4,1,0,1,0,1,1,2,3,8:40:00 PM
876,Actual,Boarded,Cameroon,Cameroon,471,,"Douala, Cameroon",12,8,1998,,4:2.59,North,4.0000,2.5900,4.0431667,9:40.0,East,9.0000,40.0000,9.6667,2,IMB,Britta,Antigua & Barbuda,58,6,Berthed,6,1,Knives,3,1,Mooring Ropes,1,0,3,1,2,-99,
877,Actual,Boarded,Cameroon,Cameroon,471,,"Douala, Cameroon",13,8,1998,,4:2.59,North,4.0000,2.5900,4.0431667,9:40.0,East,9.0000,40.0000,9.6667,2,IMB,Britta,Antigua & Barbuda,58,6,Berthed,2,1,Knives,3,1,Unspecified,1,0,3,1,2,-99,
2114,Actual,Boarded,Cote d'Ivoire,Cote d'Ivoire,437,,"Abidjan Outer Anchorage, Ivory Coast",5,3,2002,2:25,5:17.59,North,5.0000,17.5900,5.2931667,4:00.0,West,4.0000,0.0000,-4.0000,2,IMB,Kerstin,Antigua & Barbuda,58,6,Anchored,2,1,Knives,3,1,Stores,1,0,2,1,2,4,2:25:00 AM
2202,Actual,Boarded,Madagascar,Madagascar,580,,"Diego Suarez, Madagascar",24,5,2002,Unspecified,12:16.30,South,12.0000,16.3000,-12.2716667,49:17.17,East,49.0000,17.7000,49.2950,2,IMB,Waddens,Antigua & Barbuda,58,6,Berthed,Unspecified,1,Unspecified,3,1,Property,1,0,3,1,2,-99,
2205,Actual,Boarded,Madagascar,Madagascar,580,,"Diego Suarez, Madagascar",29,5,2002,1:40,12:16.30,South,12.0000,16.3000,-12.2716667,49:17.17,East,49.0000,17.7000,49.2950,2,IMB,Waddens,Antigua & Barbuda,58,6,Berthed,4,1,Iron Rod,3,1,Stores,1,0,3,1,2,4,1:40:00 AM
2221,Actual,Boarded,Gabon,Gabon,481,,"Gentil Port, Gabon",14,6,2002,2:10,0:42.43,South,0.0000,42.4300,-0.7071667,8:47.11,East,8.0000,47.1100,8.7852,2,IMB,Bavaria,Antigua & Barbuda,58,6,Berthed,Unspecified,1,Knives,3,1,Property,1,0,3,1,2,4,2:10:00 AM
2229,Attempted,,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh",20,6,2002,23:00,22:15.0,North,22.0000,15.0000,22.2500000,91:45.0,East,91.0000,45.0000,91.7500,2,IMB,Beluga Superstition,Antigua & Barbuda,58,6,Anchored,6,1,Knives,3,1,None,1,0,2,0,-99,3,11:00:00 PM
2309,Attempted,,Venezuela,Venezuela,101,,"Guanta Port, Venezuela",1,9,2002,3:00,10:14.57,North,10.0000,14.5700,10.2428333,64:35.40,West,64.0000,35.4000,-64.5900,2,IMB,Industrial Century,Antigua & Barbuda,58,6,Berthed,15,0,Unspecified,4,1,None,1,0,3,0,-99,4,3:00:00 AM
2362,Actual,Boarded,Indonesia,Indonesia,850,,"Tarahan Jetty, Indonesia ",22,10,2002,2:40,5:33.30,South,5,33.3,-5.5583,105:21.56,East,105,21.56,105.3657,2,IMB,BBC Australia,Antigua & Barbuda,58,6,Berthed,1,1,Long Knife,3,1,Unspecified,1,0,3,1,2,4,2:40:00 AM
2381,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Bravo Anchorage, Bangladesh (Used coordinates from other incidents)",7,11,2002,2:05,22:10.0,North,22.0000,10.0000,22.1666667,91:46.0,East,91.0000,46.0000,91.7667,2,IMB,BBC Australia,Antigua & Barbuda,58,6,Anchored,7,1,"Knives, Crow Bars, Hooks",3,1,Stores,1,0,2,1,2,4,2:05:00 AM
2402,Actual,Boarded,Guyana,Guyana,110,,"Georgetown, Guyana (Used coordinates from other incidents)",2,12,2002,1:00,6:49.10,North,6.0000,49.1000,6.8183333,58:10.3,West,58.0000,10.3000,-58.1717,2,IMB,Katja,Antigua & Barbuda,58,6,Steaming,3,1,Knives,3,1,Stores,0,0,1,1,2,4,1:00:00 AM
2921,Actual,Boarded,Venezuela,Venezuela,101,,"Guanta Port, Venezuela",19,2,2004,2:20,10:14.57,North,10.0000,14.5700,10.2428333,64:35.40,West,64.0000,35.4000,-64.5900,2,IMB,SCM Alexander,Antigua & Barbuda,58,6,Berthed,2,1,Knives,3,1,None,1,0,3,1,2,4,2:20:00 AM
3101,Actual,Boarded,Guinea,Guinea,438,,"Berth No.3, Conakry Port, Guinea",20,9,2004,22:20,9:30.59,North,9.0000,30.5900,9.5098333,13:42.56,West,13.0000,42.5600,-13.7093,2,IMB,Eco Dani,Antigua & Barbuda,58,6,Berthed,6,1,Long Knives,3,1,Stores,1,0,3,1,2,3,10:20:00 PM
3525,Actual,Boarded,Bangladesh,Bangladesh,771,,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",24,3,2006,19:00,22:10.0,North,22.0000,10.0000,22.1667,91:46.0,East,91.0000,46.0000,91.7667,2,IMB,Sea Master One,Antigua & Barbuda,58,6,Steaming,Unspecified,1,Long Knives,3,1,0,1,0,1,1,2,3,7:00:00 PM
3582,Actual,Boarded,Indonesia,Indonesia,850,,"P.P. Kali Anchorage, Merak, Indonesia",5,6,2006,19:00,5:53.28,South,5.0000,53.2800,-5.8880,106:05.29,East,106.0000,5.2900,106.0882,1,IMB,Princess Mary,Antigua & Barbuda,58,6,Anchored,6,1,Long Knives,3,1,0,1,0,2,1,2,3,7:00:00 PM
3663,Attempted,,Malaysia,Malaysia,820,,Malacca Straits,5,11,2006,2:00,4:09.0,North,4.0000,9.0000,4.1500,99:38.0,East,99.0000,38.0000,99.6333,1,IMB,Agnes Scan,Antigua & Barbuda,58,6,Steaming,1,0,Unknown,0,0,0,1,0,1,0,-99,4,2:00:00 AM
4050,Actual,Boarded,Nigeria,Nigeria,475,,"Tin Can Port, Lagos, Nigeria (Used coordinates from other incidents)",10,5,2008,3:30,6:07.5,North,6.0000,7.5000,6.1250,3:26.7,East,3.0000,26.7000,3.4450,2,IMB,Emilia,Antigua & Barbuda,58,6,Berthed,Unspecified,0,None,0,0,0,1,0,3,1,2,4,3:30:00 AM
4058,Actual,Hijacked,Somalia,Somalia,520,,Gulf of Aden,25,5,2008,15:30,13:16.37,North,13.0000,16.3700,13.2728,50:49.82,East,50.0000,49.8200,50.8303,1,IMB,Amiya Scan,Antigua & Barbuda,58,6,Steaming,Unspecified,1,Unspecified,4,1,0,1,1,1,1,1,2,3:30:00 PM
4113,Actual,Hijacked,Yemen,Yemen,679,,Gulf of Aden,21,8,2008,9:45,12:57.9,North,12.0000,57.9000,12.9650,48:56.7,East,48.0000,56.7000,48.9450,1,IMB,BBC Trinidad,Antigua & Barbuda,58,6,Steaming,Unspecified,1,Unspecified,4,1,0,1,1,1,1,1,1,9:45:00 AM
4228,Actual,Boarded,Vietnam,Vietnam,816,,"Vung Tau Outer Anchorage, Vietnam",28,11,2008,19:50,10:6.1,North,10.0000,16.1000,10.2683,107:02.2,East,107.0000,2.2000,107.0367,1,IMB,BBC Orinoco,Antigua & Barbuda,58,6,Anchored,6,1,Knives,4,1,0,1,0,2,1,2,3,7:50:00 PM
4243,Actual,Hijacked,Yemen,Yemen,679,,Gulf of Aden,16,12,2008,9:04,13:20.82,North,13.0000,20.8200,13.3470,47:57.63,East,47.0000,57.6300,47.9605,1,IMB,Bosphorus Prodigy,Antigua & Barbuda,58,6,Steaming,Unspecified,1,"Guns, RPGs",4,1,0,1,0,1,1,1,1,9:04:00 AM
4754,Attempted,,Venezuela,Venezuela,101,,"Inner Anchorage, Maracaibo Port, Venezuela",8,4,2010,10:50,10:38.0,North,10.0000,38.0000,10.6333,71:35.0,West,71.0000,35.0000,-71.5833,1,IMB,Industrial Dawn,Antigua & Barbuda,58,6,Stationary,4,0,Unknown,0,0,0,1,0,4,0,-99,1,10:50:00 AM
