Incident Reference,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,IMO?,Location Description,Day,Month,Year,Hour (24-Hr Format),Latitude GPS,Latitude Direction,Lat Degrees,Lat Minutes,Lat Decimal Degrees,Longitude GPS,Longitude Direction,Long Degrees,Long Minutes,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
4013,Actual,Hijacked,Yemen,Yemen,679,,"75nm S of Mukalla Port, Gulf of Aden",1,4,2008,Unknown,14:30.0,North,14.0000,30.0000,14.5000,49:10.0,East,49.0000,10.0000,49.1667,1,IMB,Brum Ocean,Yemen,679,5,Steaming,Unspecified,1,Guns,4,1,0,1,0,1,1,1,-99,Unknown
4364,Actual,Hijacked,Yemen,Yemen,679,,Gulf of Aden,5,4,2009,,12:31.9860,North,12.0000,31.9860,12.5331,47:55.3380,East, 47.0000 ,55.3380,47.9223,4,IMB,Al Shahir,Yemen,679,5,Steaming,14,0,Unspecified,0,0,0,1,0,1,1,1,-99,
4387,Actual,Hijacked,Yemen,Yemen,679,,International waters of Gulf of Aden,18,4,2009,,12:31.0920,North,12.0000,31.0920,12.5182,47:38.6760,East, 47.0000 ,38.6760,47.6446,4,IMB,Afraaf,Yemen,679,5,Steaming,Unspecified,0,Unspecified,1,1,0,1,0,1,1,1,-99,
4388,Actual,Hijacked,Yemen,Yemen,679,,International waters of Gulf of Aden,18,4,2009,,12:31.0920,North,12.0000,31.0920,12.5182,47:38.6760,East, 47.0000 ,38.6760,47.6446,4,IMB,Farei Ali,Yemen,679,5,Steaming,Unspecified,0,Unspecified,1,1,0,1,0,1,1,1,-99,
4644,Actual,Hijacked,Yemen,Yemen,679,,Gulf of Aden,18,12,2009,,12:31.9860,North,12.0000,31.9860,12.5331,47:55.3380,East, 47.0000 ,55.3380,47.9223,4,IMB,Almahmoud 2,Yemen,679,5,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,-99,
5173,Actual,Hijacked,Yemen,Yemen,679,,"Around 8NM Aouth of Samhah Island, Temen. Gulf of Aden",13,2,2011,,12:00,North,12.0000,0.0000,12.0000,"053:02,1",East,52.0000,2.1000,52.0350,1,IMB,Al Fardous,Yemen,679,5,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,1,1,-99,
5267,Actual,Hijacked,Yemen,Yemen,679,,"Around 25NM South of Socotra Island, Yemen. Off Somalia",16,4,2011,,11:54,North,11.0000,54.0000,11.9000,054:05,East,54.0000,5.0000,54.0833,1,IMB,Abdi Khan,Yemen,679,5,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,1,1,-99,
4405,Actual,Hijacked,Yemen,Yemen,679,,Gulf of Aden,26,4,2009,11:30,13:25.5,North,13.0000,25.5000,13.4250,047:24.4,East,47.0000,24.4000,47.4067,1,IMB,GNA,Yemen,679,8,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,1,1,1,11:30:00 AM
4478,Attempted,,Eritrea,Eritrea,531,,"Straits of Bab El Mandeb, Red Sea",14,6,2009,14:40,12:57.9,North,12.0000,57.9000,12.9650,043:09.3,East,43.0000,9.3000,43.1550,1,IMB,Al Masilah,Yemen,679,8,Steaming,Unspecified,0,Unspecified,0,0,1,1,0,1,0,-99,2,2:40:00 PM
5131,Attempted,,Yemen,Yemen,679,,"Around 3NM SW Of Little Aden Island, Yemen. Gulf of Aden",15,1,2011,18:00,12:41.7,North,12.0000,41.7000,12.6950,44:48.1,East,44.0000,48.1000,44.8017,1,IMB,Rudeef Gna,Yemen,679,8,Steaming,2,0,Unspecified,0,0,0,1,0,1,0,-99,2,6:00:00 PM
5250,Attempted,,Yemen,Yemen,679,,Gulf of Aden,29,3,2011,6:00,13:30.12,North,13.0000,30.1200,13.5020,047:30.23,East,47.0000,30.2300,47.5038,1,IMB,Rudeef Gna,Yemen,679,8,Steaming,4,1,Unspecified,1,1,0,1,0,1,0,-99,4,6:00:00 AM
5274,Attempted,,Yemen,Yemen,679,,Gulf of Aden,22,4,2011,22:50,15:11.03,North,15.0000,11.0300,15.1838,051:36.36,East,51.0000,36.3600,51.6060,1,IMB,Rudeef Gna,Yemen,679,8,Steaming,Unspecified,1,Guns,1,1,0,1,0,1,0,-99,3,10:50:00 PM
5560,Actual,Hijacked,Yemen,Yemen,679,,"38 nm from Mukalla Port, Yemen, Gulf of Aden (Measured 70km S of Mukalla in Gulf of Aden)",14,1,2012,Unknown,14:1.33,North,14.0000,1.3300,14.0222,49:8.17,East,49.0000,8.1700,49.1362,3,IMB,Al Wasil,Yemen,679,-99,Steaming,5,1,Unspecified,4,1,0,1,0,1,1,1,-99,Unknown
5617,Actual,Hijacked,Yemen,Yemen,679,,"(Around 95 nm S of Mukalla, Yemen), Gulf of Aden",2,3,2012,Unknown,12:56.0,North,12.0000,56.0000,12.9333,49:10.0,East,49.0000,10.0000,49.1667,1,IMB,Ghazal Howlf,Yemen,679,-99,Steaming,Unspecified,1,Unspecified,4,1,0,1,0,1,1,1,-99,Unknown
5666,Actual,Hijacked,Yemen,Yemen,679,,"(17 nm S of Ras Fartak, Yemen), Gulf of Aden",21,4,2012,17:00,15:20.0,North,15.0000,20.0000,15.3333,52:12.0,East,52.0000,12.0000,52.2000,1,IMB,Alabass,Yemen,679,5,Steaming,Unspecified,0,Unknown,4,1,0,1,0,1,1,1,2,5:00:00 PM
28,,,Philippines,Philippines,840,,Hong Kong - Luzon - Hainan,5,3,1993,22:25,00.73.33,North,17,36,17.6,005.00.28,East,120,4,120.0667,1,IMB,Mv Zirje,Yugoslavia,345,2,Unspecified,,,,,,,,,-99,-99,-99,3,10:25:00 PM
3292,Attempted,,Somalia,Somalia,520,,"Off Mogadishu, Somalia",6,6,2005,15:35,2:23,North,2.0000,23.0000,2.3833,46:07,East,46.0000,7.0000,46.1167,1,IMB,Tigris,,-99,-99,Steaming,3,1,Automatic guns,1,1,0,1,0,1,0,-99,2,3:35:00 PM
3337,Attempted,,Djibouti,Djibouti,522,,"SE Lane of Bab El Mandeb TSS, Southern tip of Red Sea",23,7,2005,16:50,12:32.3,North,12.0000,32.3000,12.5383,43:26.6,East,43.0000,26.6000,43.4433,1,IMB,,,-99,-99,Steaming,6,1,Guns,0,0,0,1,0,1,0,-99,2,4:50:00 PM
3336,Attempted,,Eritrea,Eritrea,531,,Southern Red Sea,23,7,2005,10:30,13:41.53,North,13.0000,41.5300,13.6922,42:29.16,East,42.0000,29.1600,42.4860,1,IMB,,,-99,-99,Steaming,12,1,Unspecified,0,0,0,1,0,1,0,-99,1,10:30:00 AM
3765,Actual,Boarded,Nigeria,Nigeria,475,,"Delta Region, Nigeria",19,4,2007,19:30,5:19.2000,North,5.0000,19.2000,5.3200,6:28.2000,East, 6.0000 ,28.2000,6.4700,4,IMB,Mike One,,-99,-99,Unspecified,Unspecified,1,Guns,1,1,1,1,0,-99,1,2,3,7:30:00 PM
3785,Actual,Boarded,Nigeria,Nigeria,475,,"10 km Off Escravos, Delta State, Nigeria",8,5,2007,18:00,5:30,North,5.0000,30.0000,5.5000,5:00,East,5.0000,0.0000,5.0000,3,IMB,DLV Cheyenne,,-99,-99,Unspecified,40,1,Guns,1,1,0,1,0,-99,1,2,2,6:00:00 PM
3887,Actual,Boarded,Papua New Guinea,Papua New Guinea,910,,"Vicinity of Fergusson Island, Milne Bay Province, Papua New Guinea",11,9,2007,5:50, 10: 31.3260,South,-10.0000,-31.3260,-9.5221,150:40.5000,East, 150.0000 ,40.5000,150.6750,4,IMB,Nosy,,-99,-99,Steaming,Unspecified,1,Sharp objects,1,1,1,1,0,1,1,2,4,5:50:00 AM
4994,Actual,Hijacked,Yemen,Yemen,679,,"Vicinity of Socotra Island, Yemen, off Somalia",28,10,2010,11:56,12:08.0,North,12.0000,8.0000,12.1333,54:25.0,East,54.0000,25.0000,54.4167,1,IMB,Al Nasser,,-99,-99,Steaming,Unspecified,1,Unknown,3,1,0,1,0,1,1,1,1,11:56:00 AM
3273,Actual,Boarding,Haiti,Haiti,41,,"Port Au Prince Anchorage, Haiti",5,5,2005,1:35,18:33,North,18.0000,33.0000,18.5500,72:20.59,West,72.0000,20.5900,-72.3432,2,IMB,,,-99,2,Anchored,Unspecified,1,Knives,0,0,0,1,0,2,1,2,4,1:35:00 AM
6088,Actual,Boarded,Nigeria,Nigeria,475,,Off Nigeria,16,12,2013,,4:4.1940,North,4.0000,4.1940,4.0699,4:45.3660,East, 4.0000 ,45.3660,4.7561,5,IMB,Name Withheld,,-99,3,Steaming,Unspecified,1,Unspecified,1,1,1,1,0,1,1,2,-99,
3748,Actual,Hijacked,Somalia,Somalia,520,,"Off Mogadishu Port, Somalia",1,4,2007,Evening hours,2:1.0000,North,2.0000,1.0000,2.0167,45:21.0000,East, 45.0000 ,21.0000,45.3500,4,IMB,Nimatullah,,-99,6,Anchored,Unspecified,0,Unspecified,1,1,0,1,1,2,1,1,3,Evening hours
5317,Attempted,,Somalia,Somalia,520,,"Around 122NM SE of Garacad, Somalia",17,5,2011,5:28,06:50,North,6.0000,50.0000,6.8333,051:22,East,51.0000,22.0000,51.3667,1,IMB,Punchdan,,-99,6,Steaming,Unspecified,1,Guns,1,1,0,1,0,1,0,-99,4,5:28:00 AM
3324,Actual,Boarding,Nigeria,Nigeria,475,,"Lagos Anchorage, Nigeria",15,7,2005,3:15,6:19.7,North,6.0000,19.7000,6.3283,3:22.5,East,3.0000,22.5000,3.3750,1,IMB,Nana,,-99,8,Anchored,3,1,Knives,1,1,1,1,0,2,1,2,4,3:15:00 AM
3355,Actual,Boarding,Venezuela,Venezuela,101,,Laguna Grande,5,8,2005,0:20,10:35.19,North,10.0000,35.1900,10.5865,64:02.34,West,64.0000,2.3400,-64.0390,2,IMB,,,-99,9,Anchored,3,1,Machetes,1,1,1,1,0,2,1,2,4,12:20:00 AM
3453,Actual,Boarding,Jamaica,Jamaica,51,,"Kingston Harbour, Jamaica",16,12,2005,6:30,17:58.5,North,17.0000,58.5000,17.9750,76:50.29,West,76.0000,50.2900,-76.8382,2,IMB,Monkey's Business,,-99,9,Anchored,5,1,Assault rifles,1,1,1,1,0,2,1,2,1,6:30:00 AM
3722,Attempted,,Yemen,Yemen,679,,Gulf of Aden,12,2,2007,4:15,12:31.9860,North,12.0000,31.9860,12.5331,47:55.3380,East, 47.0000 ,55.3380,47.9223,4,IMB,Gipsy Moth IV,,-99,9,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,0,-99,4,4:15:00 AM
3724,Attempted,,Yemen,Yemen,679,,"15 miles NW of Al Mukha, Southern Red Sea",15,2,2007,8:15,13:27,North,13.0000,27.0000,13.4500,43:02,East,43.0000,2.0000,43.0333,1,IMB,,,-99,9,Steaming,10,0,Unspecified,0,0,0,1,0,1,0,-99,1,8:15:00 AM
3741,Attempted,,Yemen,Yemen,679,,Gulf of Aden,21,3,2007,23:30,14:03.6,North,14.0000,3.6000,14.0600,49:07,East,49.0000,7.0000,49.1167,1,IMB,,,-99,9,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,0,-99,3,11:30:00 PM
3872,Attempted,,Sri Lanka,Sri Lanka,780,,"78NM from Coast, Sri Lanka",18,8,2007,3:00,5:22.58,North,5.0000,22.5800,5.3763,78:09.75,East,78.0000,9.7500,78.1625,1,IMB,Flying Germania II,,-99,9,Steaming,Unspecified,0,Unspecified,0,0,0,1,0,1,0,-99,4,3:00:00 AM
3886,Attempted,,Indonesia,Indonesia,850,,"48NM SE of Pulau Repong, South China Sea",9,9,2007,0:30,01:54.1,North,1.0000,54.1000,1.9017,106:31.49,East,106.0000,31.4900,106.5248,1,IMB,Dilan,,-99,9,Steaming,Unspecified,1,Unspecified,0,0,0,1,0,1,0,-99,4,12:30:00 AM
4351,Attempted,,Yemen,Yemen,679,,Gulf of Aden,28,3,2009,11:50,12:26,North,12.0000,26.0000,12.4333,046:53,East,46.0000,53.0000,46.8833,1,IMB,Grandezza,,-99,9,Steaming,Unspecified,1,Guns,1,1,1,1,0,1,0,-99,1,11:50:00 AM
5440,Actual,Hijacked,Yemen,Yemen,679,,"Arounf 20NM South of Nishtun, Gulf of Aden",8,9,2011,13:17,15:27,North,15.0000,27.0000,15.4500,052:14,East,52.0000,14.0000,52.2333,1,IMB,Tribal Kat,,-99,9,Steaming,Unspecified,1,Unspecified,1,1,0,1,0,1,1,1,2,1:17:00 PM
670,Attempted,,Sri Lanka,Sri Lanka,780,,Sri Lanka,,7,1997,,,,,,6.5527,,,,,81.6353,4,IMB,Missen,,,-99,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,0,-99,-99,
203,Actual,Hijacked,Iran,Iran,630,,Persian Gulf,28,1,1995,,,,,,26.8085,,,,,52.0142,4,IMB,Shaiboub,,,1,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,1,-99,
226,Actual,Hijacked,Iran,Iran,630,,Persian Gulf,,3,1995,,,,,,26.8085,,,,,52.0142,4,IMB,,,,1,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,1,-99,
232,Actual,Boarding,Iran,Iran,630,,Persian Gulf,9,4,1995,,,,,,26.8085,,,,,52.0142,4,IMB,Sea Wolf 102,,,1,Unspecified,Unspecified,1,Unspecified,,0,1,1,0,-99,1,2,-99,
256,Actual,Hijacked,Djibouti,Djibouti,522,,"Djibouti, E. Africa",12,5,1995,,,,,,12.0072,,,,,43.4350,4,IMB,SB408,,,1,Unspecified,6,1,Guns,,1,0,1,0,-99,1,1,-99,
288,Actual,Boarding,Indonesia,Indonesia,850,,"Palembang River, Indonesia",23,7,1995,,00.09.58,South,2,18,-2.3,004.37.15,East,104,55,104.9167,1,IMB,Trans Hercules,,,1,Steaming,6,1,Long knives and machetes,,0,1,1,0,1,1,2,-99,
360,Actual,Hijacked,Iran,Iran,630,,Iranian Territorial Waters,,,1995,,,,,,29.8115,,,,,53.8958,4,IMB,Dunay,,,1,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,1,-99,
361,Actual,Hijacked,Iran,Iran,630,,Iranian Territorial Waters,,,1995,,,,,,29.8115,,,,,53.8958,4,IMB,Ellam,,,1,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,1,-99,
582,Actual,Boarding,Nigeria,Nigeria,475,,Nigeria,11,3,1997,,,,,,4.0699,,,,,4.7561,4,IMB,,,,1,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,2,-99,
695,Actual,Hijacked,Iran,Iran,630,,"Bandar Imama Khomeini, Iran",8,9,1997,,01.26.74,North,30,25,30.4166667,002.04.44,East,49,4,49.0667,4,IMB,,,,1,Unspecified,Unspecified,0,Unspecified,,1,0,1,0,-99,1,1,-99,
1045,Actual,Boarding,Nigeria,Nigeria,475,,"Forcados SBM, Nigeria",22,4,1999,,00.21.53,North,5,10,5.1666667,5:10.60,East,5,10.6,5.1767,2,IMB,,,,1,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,1,2,-99,
2636,Actual,Boarding,Panama,Panama,95,,"Unspecified Location, Panama",6,6,2003,,,,,,8.2889,,,,,-80.3450,5,IMB,Prince Islander,,,1,Steaming,Unspecified,0,Unspecified,,0,1,1,0,1,1,2,-99,
6141,Actual,Boarded,,,,0,Singapore Straits,31,1,2014,,01:14,North,1.0000,14.0000,1.2333,104:03,East,104.0000,3.0000,104.0500,1,IMB,,,,1,Steaming,Unspecified,0,,0,0,1,1 (seven days later was noticed),0,1,1,2,-99,
6227,Actual,Hijacked,Indonesia,Indonesia,850,0,"Around 27 nm West of Pulau Merundung, Indonesia",10,6,2014,2:00,2.06.35,North,2.0000,6.3500,2.1058,108.37.3,East,108.0000,37.3000,108.6217,1,IMB,,,,1,Underway,15,1,Guns and long knives,4,1,"Cash, Crew belongings and the tug boat",1,0,1,1,1,4,2:00
6301,Actual,Boarded,Malaysia,Malaysia,820,,"Around 4nm SE of Tanjung Piai, Johor, Malaysia",4,11,2014,5:50,01.13.00,North,1.0000,13.0000,1.2167,103.34.00,East,103.0000,34.0000,103.5667,1,IMB,,,,1,Anchored,1,0,,0,0,A few items missing,1,0,2,1,2,4,5:50
196,Actual,Boarding,Indonesia,Indonesia,850,,"Belawan Port, Indonesia",8,1,1995,5:30,00.00.26,North,3,46.6,3.7766667,000.06.85,East,98,40.6,98.6767,2,IMB,Troianu,,,2,Anchored,Unspecified,0,Unspecified,,0,1,0,0,2,1,2,4,5:30:00 AM
200,Actual,Boarding,Malaysia,Malaysia,820,,"Sandankan Anchorage Sabah, Malaysia",23,1,1995,0:15,05:48.8,North,5,48.8,5.8133333,118:06.3,East,118,6.3,118.1050,1,IMB,Norbulk Pine,,,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,4,12:15:00 AM
201,Attempted,,Philippines,Philippines,840,,HLH Area (Hong Kong - Luzon - Hainan),23,1,1995,3:30,00.69.17,North,16,36,16.6,004.99.24,East,120,49,120.8167,1,IMB,Golden Alpha,,,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,3:30:00 AM
204,Actual,Boarding,Indonesia,Indonesia,850,,"Jakarta Anchorage, 3.5 M OFF Indonesia",31,1,1995,22:00,6:5.32,South,6,5.32,-6.0886667,106:52.50,East,106,52.5,106.8750,2,IMB,Darya Chand,,,2,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,1,2,3,10:00:00 PM
205,Actual,Boarding,Indonesia,Indonesia,850,,"Belawan Roads, Belawan Indonesia",3,2,1995,,00.00.26,North,3,46.6,3.7766667,000.06.85,East,98,40.6,98.6767,4,IMB,Kapetan Elias,,,2,Unspecified,7,0,Unspecified,,0,1,1,0,-99,1,2,-99,
207,Actual,Boarding,Brazil,Brazil,140,,"Rio de Janeiro, Brazil",11,2,1995,,00.01.59,South,22,53.6,-22.8933333,001.79.86,West,43,10,-43.1667,2,IMB,Regina,,,2,Anchored,Unspecified,1,Guns and knives,,0,1,1,0,2,1,2,-99,
219,Actual,Boarding,Taiwan,Taiwan,713,,Hong Kong - Luzon - Hainan Area,8,3,1995,5:30,00.90.49,North,21,43,21.7166667,004.91.04,East,117,51,117.8500,1,IMB,Ling Xian,,,2,Steaming,20,1,Unspecified,,0,0,1,0,1,1,2,4,5:30:00 AM
223,Actual,Boarding,Indonesia,Indonesia,850,,"Samarinda Anchorage, Kalimantan, Indonesia",23,3,1995,21:30,00.04.17,South,1,0,-1,004.88.68,East,117,17,117.2833,1,IMB,Navigatore - D,,,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,3,9:30:00 PM
227,Actual,Boarding,Indonesia,Indonesia,850,,"Surabaya, Indonesia",1,4,1995,,07:08.74,South,7,8.74,-7.1456667,004.66.94,East,112,4,112.0667,1,IMB,Calatang,,,2,Anchored,4,1,Bladed weapons,,0,1,1,0,2,1,2,-99,
228,Attempted,,Indonesia,Indonesia,850,,"Gelasa Straits, Indonesia",2,4,1995,5:10,00.11.25,South,2,42,-2.7,004.47.29,East,107,21,107.3500,1,IMB,Konkar Pioneer,,,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,5:10:00 AM
233,Attempted,,Philippines,Philippines,840,,"Hong Kong - Luzon - Hainan Area, Philippines",9,4,1995,15:55,18:45.7,North,18,45.7,18.7616667,120:49.2,East,120,49.2,120.8200,1,IMB,Nikolay Kuznetsov,,,2,Steaming,7,0,Unspecified,,0,0,1,0,1,0,-99,2,3:55:00 PM
245,Attempted,,Yemen,Yemen,679,,"Somalia, East Africa",1,5,1995,,00.53.96,North,12,57,12.95,002.22.43,East,53,23,53.3833,1,IMB,Darya Geeth,,,2,Steaming,Unspecified,1,Machine guns,,1,0,1,0,1,0,-99,-99,
246,Attempted,,Yemen,Yemen,679,,Somalia,1,5,1995,,00.53.96,North,12,57,12.95,002.22.43,East,53,23,53.3833,1,IMB,DSR Tianjin,,,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,-99,
250,Attempted,,Somalia,Somalia,520,,Somalia,3,5,1995,,00.50.83,North,12,12,12.2,002.12.64,East,51,2,51.0333,1,IMB,Liliana Dimitrova,,,2,Steaming,Unspecified,1,Machine guns,,1,0,1,0,1,0,-99,-99,
273,Actual,Hijacked,Cambodia,Cambodia,811,,Cambodian Territorial Waters,23,6,1995,,,,,,10.2285,,,,,102.5594,4,IMB,Hye Mieko,,,2,Unspecified,Unspecified,0,Unspecified,,1,1,1,0,-99,1,1,-99,
275,Attempted,,Indonesia,Indonesia,850,,"Outer Roads, Jakarta Anchorage, Indonesia",24,6,1995,,6:5.32,South,6,5.32,-6.0886667,106:52.50,East,106,52.5,106.8750,2,IMB,Kassos,,,2,Anchored,3,0,Unspecified,,0,0,1,0,2,0,-99,-99,
280,Actual,Boarding,China,China,710,,"Fangcheng Anchorage, China",4,7,1995,0:01,21:27.7,North,21,27.7,21.4616667,108:22.9,East,108,22.9,108.3817,1,IMB,Dona,,,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,4,12:01:00 AM
284,Actual,Boarding,China,China,710,,"Off port limits, Hong Kong",18,7,1995,,00.92.15,North,22,7,22.1166667,004.75.69,East,114,10,114.1667,1,IMB,Amorgos,,,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
286,Attempted,,Indonesia,Indonesia,850,,"Java Sea, Indonesia",20,7,1995,,00.20.90,South,5,1,-5.0166667,111:51.5,East,115,51.5,115.8583,1,IMB,ICL Rajarajan,,,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,-99,
289,Actual,Boarding,China,China,710,,"Quarantine Acnhorage, Huangpu, China",23,7,1995,,00.92.15,North,22,7,22.1166667,004.74.17,East,113,48,113.8000,1,IMB,Stalo,,,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
292,Attempted,,China,China,710,,"Huang  pu Anchorage, China",1,8,1995,,22:04.5,North,22,4.5,22.075,113:53.6,East,113,53.6,113.8933,1,IMB,MV Ikan Selangat,,,2,Anchored,10,0,Unspecified,,0,0,1,0,2,0,-99,-99,
294,Actual,Boarding,Indonesia,Indonesia,850,,"Panjang road, Indonesia",2,8,1995,,00.22.78,South,5,28,-5.4666667,004.38.19,East,105,10,105.1667,2,IMB,Gotze Delchev,,,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,-99,
300,Actual,Boarding,Nigeria,Nigeria,475,,"No. 16 Berth Apapa, Nigeria",10,8,1995,,00.26.74,North,6,25,6.4166667,000.14.24,East,3,25,3.4167,2,IMB,Kelvin Fortune,,,2,Steaming,20,1,Knives,,1,1,1,0,1,1,2,-99,
314,Actual,Hijacked,Thailand,Thailand,800,,Malaysia,13,9,1995,,00.46.88,North,11,15,11.25,004.25.00,East,102,0,102.0000,1,IMB,Anna Sierra,,,2,Unspecified,30,1,Unspecified,,1,1,1,0,-99,1,1,-99,
319,Actual,Boarding,Italy,Italy,325,,"At anchora off Port of Taranto East, Y3 Anchorage, italy",4,10,1995,,40:25.59,North,40,25.59,40.4265,17:11.59,East,17,11.59,17.1932,2,IMB,Duhallow,,,2,Anchored,2,1,Rifles,,0,0,1,0,2,1,2,-99,
327,Actual,Boarding,Indonesia,Indonesia,850,,"Alongside Pandang, Indonesia",18,10,1995,,,,,,-5.133333333,,,,,119.4000,4,IMB,Atoyak,,,2,Unspecified,Unspecified,0,Unspecified,,0,1,1,0,-99,1,2,-99,
353,Actual,Boarding,Indonesia,Indonesia,850,,"Maura Jawa, Indonesia",14,12,1995,15:00,01:02.30,South,1,2.3,-1.0383333,004.88.54,East,117,15,117.2500,1,IMB,Pearl Prosperity,,,2,Anchored,5,0,Unspecified,,0,1,1,0,2,1,2,2,3:00:00 PM
356,Actual,Boarding,Indonesia,Indonesia,850,,"Tanjung Priok, Jakarta, Indonesia",22,12,1995,3:45,6:5.32,South,6,5.32,-6.0886667,106:52.50,East,106,52.5,106.8750,2,IMB,Tacora,,,2,Anchored,3,0,Unspecified,,0,0,1,0,2,1,2,4,3:45:00 AM
357,Actual,Boarding,Indonesia,Indonesia,850,,"Adang bay Anchorage, East Kalimantan, Indonesia",23,12,1995,23:30,1:41.5,South,1,41.5,-1.6916667,116:39.6,East,116,39.6,116.6600,2,IMB,Magnus Stove,,,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,3,11:30:00 PM
757,Actual,Boarding,Thailand,Thailand,800,,"Raygon, Thailand",1,12,1997,,00.52.36,North,12,34,12.5666667,004.21.11,East,101,4,101.0667,1,IMB,United Ocean,,,2,Anchored,Unspecified,1,Knives and pistols,,1,1,1,0,2,1,2,-99,
6168,Actual,Boarded,Indonesia,Indonesia,850,0,"Around 4 nm East of Pulau Karimun Kecil, Indonesia",10,3,2014,1:45,01.08.00,North,1.0000,8.0000,1.1333,103.29.00,East,103.0000,29.0000,103.4833,1,IMB,,,,2,Underway,3,0,,0,0,None,1,0,1,1,2,4,1:45
6187,Actual,Boarded,Indonesia,Indonesia,850,1,"4 nm of Karimun Kecil Island, Indonesia",28,5,2014,6:10,01.08.00,North,1.0000,8.0000,1.1333,103.30.00,East,103.0000,30.0000,103.5000,1,IMB,,,,2,Underway,4,1,Knives,0,0,None,1,0,1,1,2,1,6:10
6247,Attempted,,,,,0,"Bab El Mandeb Straits, Red Sea",18,8,2014,10:30,12.52.6,North,12.0000,52.6000,12.8767,43.14.2,East,43.0000,14.2000,43.2367,1,IMB,,,,2,Underway,Unspecified,0,,0,0,None,1,0,1,0,-99,1,10:30
6286,Actual,Boarded,Bangladesh,Bangladesh,771,0,"Chittagong Lightening Anchorage, Bangladesh",15,10,2014,0:30,21.46.00,North,21.0000,46.0000,21.7667,091.47.00,East,91.0000,47.0000,91.7833,1,IMB,,,,2,Anchored,2,0,,2,1,Provisions,1,0,2,1,2,4,0:30
6314,Actual,Boarded,Bangladesh,Bangladesh,771,0,"Kutubdia Anchorage, Bangladesh",20,10,2014,5:45,21.47.00,North,21.0000,47.0000,21.7833,091.47.00,East,91.0000,47.0000,91.7833,1,IMB,,,,2,Anchored,6,1,Knives,0,0,Ship's Properties,1,0,2,1,2,4,5:45
6304,Actual,Boarded,Colombia,Colombia,100,,"Buenaventura Inner Anchorage, Colombia",7,11,2014,5:00-6:00,03.49.00,North,3.0000,49.0000,3.8167,077.09.00,West,77.0000,9.0000,-77.1500,1,IMB,,,,2,Anchored,Unspecified,0,,0,0,Life Raft,1,0,2,1,2,4,5:30
6306,Actual,Boarded,Indonesia,Indonesia,850,,"Muara Berau Anchorage, Samarinda, Indonesia",8,11,2014,23:45,01.17.00,South,1.0000,17.0000,-1.0167,117.36.00,East,117.0000,36.0000,117.6000,1,IMB,,,,2,Anchored,5,0,,4,1,"Hostages, ship's properties, stroes, and belongings of duty crew",1,0,2,1,2,3,23:45
6309,Actual,Boarded,Indonesia,Indonesia,850,,"Around 30nmof Tg. Berakit, Bintan Island, Indonesia",16,11,2014,5:10,01.38.00,North,1.0000,38.0000,1.6333,104.55.00,East,104.0000,55.0000,104.9167,1,IMB,,,,2,Anchored,5,1,Long knives,0,0,None,1,0,2,1,2,4,5:10
6310,Actual,Boarded,Indonesia,Indonesia,850,,"Muara Berau Anchorage, Samarinda, Indonesia",16,11,2014,1:45,01.14.00,South,1.0000,14.0000,-1.2333,117.35.00,East,117.0000,35.0000,117.5833,1,IMB,,,,2,Anchored,7,1,Knives,0,0,Ship's Properties,1,0,2,1,2,4,1:45
