Incident Reference,IMB incident number,Incident Type,Incident Action,Territorial Water Status,Closest Coastal State,Closest State COW Code,Location Description,Day,Month,Year,Lat Decimal Degrees,Long Decimal Degrees,Location Precision,Geolocation Source,Vessel Name,Flag,Flag COW Code,Vessel Type,Steaming or Stationary,Number of Assailants,Armed,Weaponry,Violence,Violence Dummy,Type of Stolen Goods,Port Response Received,Ransom Paid,Steaming Recode,Incident_type_recode,Incident_action_recode,Time_Day,Converted Time
2789,,Actual,Boarding,India,India,750,"Meghna River, Natun Char,  Bangladesh",15,10,2003,24.6568,88.0388,4,IMB,,Bangladesh,771,5,Steaming,4,0,Unspecified,,0,1,1,0,1,1,2,-99,
2791,,Actual,Boarding,Nigeria,Nigeria,475,"16 miles SW of Lagos, Nigeria",17,10,2003,6.45,3.3766667,3,IMB,British Energy,UK,200,3,Anchored,4,1,Machetes,,0,0,1,0,2,1,2,4,0.027777778
2790,,Attempted,,Indonesia,Indonesia,850,"Vicinity of Anambas Island, Indonesia",17,10,2003,3.1916667,105.45,1,IMB,Mekong Pride,Singapore,830,4,Steaming,12,0,Unspecified,,0,0,1,0,1,0,-99,2,0.586805556
2792,,Actual,Boarding,Bangladesh,Bangladesh,771,"Kutubdia, Bangladesh",18,10,2003,21.8152,91.855,4,IMB,,Bangladesh,771,5,Steaming,14,0,Unspecified,,0,0,1,0,1,1,2,-99,
2793,,Actual,Boarding,Indonesia,Indonesia,850,"East of Bintan Island, Indonesia",18,10,2003,1.0166667,105.1,1,IMB,Doric Pride,Greece,350,2,Steaming,10,1,Pistols and knives,,1,1,1,0,1,1,2,2,0.625
2794,,Actual,Boarding,Indonesia,Indonesia,850,"SW of Anambas Island, Indonesia",18,10,2003,3.295,105.4166667,1,IMB,Bow De Feng,Hong Kong,710,3,Steaming,8,1,Knives,,1,1,1,0,1,1,2,4,0.010416667
2798,,Actual,Boarding,Guinea,Guinea,438,"Conakry Roads, Guinea",19,10,2003,9.5166667,-13.7166667,2,IMB,Saad,Morocco,600,6,Anchored,10,1,Machine guns and revolvers,,1,1,0,0,2,1,2,4,0.097222222
2795,,Actual,Boarding,Bangladesh,Bangladesh,771,"Meghna River, Tajmuddin, Bangladesh",19,10,2003,23.0833,90.63,4,IMB,,Bangladesh,771,5,Steaming,30,1,Unspecified,,1,0,1,0,1,1,2,-99,
2796,,Actual,Boarding,Indonesia,Indonesia,850,"East of Bintan Island, Indonesia",19,10,2003,1.1416667,104.8916667,1,IMB,Amber Halo,Panama,95,2,Steaming,5,1,Knives,,1,0,1,0,1,1,2,2,0.625
2797,,Actual,Boarding,Indonesia,Indonesia,850,"East of Bintan Island, Indonesia",19,10,2003,1.27,104.9283333,1,IMB,Konkar Aliki,Panama,95,2,Steaming,Unspecified,1,Knives,,1,1,1,0,1,1,2,2,0.608333333
2799,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong 'B' Anchorage, Bangladesh",22,10,2003,22.2166667,91.7931667,2,IMB,Advantage,USA,2,6,Steaming,3,0,Unspecified,,0,1,0,0,1,1,2,4,0.177083333
2800,,Actual,Boarding,Indonesia,Indonesia,850,"Tg. Priok Anchorage, Indonesia",23,10,2003,-6.045,106.8933333,1,IMB,Star Harmonia,Norway,385,6,Anchored,4,0,Unspecified,,0,1,1,0,2,1,2,4,0.229166667
2801,,Actual,Boarding,Indonesia,Indonesia,850,"Belawan port, Indonesia",23,10,2003,3.7766667,98.6766667,2,IMB,Pac Adara,Singapore,830,6,Berthed,Unspecified,0,Unspecified,,0,1,0,0,3,1,2,4,0.1875
2802,,Actual,Boarding,Indonesia,Indonesia,850,"Teluk Semangka Anchorage, Indonesia",25,10,2003,-5.5265,104.5933333,2,IMB,Torm Valborg,Norway,385,8,Anchored,1,1,Knives,,0,0,1,0,2,1,2,-99,
2803,,Actual,Boarding,Indonesia,Indonesia,850,"Selat Leplia, Indonesia",25,10,2003,-3.0616667,107.0016667,1,IMB,Caroline 7,Panama,95,3,Steaming,8,1,Guns and Knives,,1,1,1,0,1,1,2,3,0.944444444
2804,,Attempted,,Indonesia,Indonesia,850,Malacca Straits,25,10,2003,4.945,98.1033333,1,IMB,Thor Kirsten,Denmark,390,6,Steaming,Unspecified,1,Guns,,1,0,1,0,1,0,-99,4,0.180555556
2807,,Actual,Boarding,Thailand,Thailand,800,"Gulf of Thailand, Thailand",26,10,2003,7.3333333,103.3416667,1,IMB,Rangitane,Antigua and Barbuda,58,6,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,2,4,0.1875
2806,,Actual,Boarding,Vietnam,Vietnam,816,"Buoy No. RQ2, Ho Chi Minh City, Vietnam",26,10,2003,10.5666667,107.0166667,2,IMB,Pac Aquila,Singapore,830,4,Anchored,3,1,Knives,,1,1,1,0,2,1,2,3,0.916666667
2805,,Actual,Hijacked,Malaysia,Malaysia,820,Malacca Straits,26,10,2003,4.558,99.373,1,IMB,PKFA 8588,Malaysia,820,5,Steaming,Unspecified,1,Unspecified,,1,0,1,0,1,1,1,3,0.833333333
2808,,Actual,Boarding,Guyana,Guyana,110,"Texaco Berth, Georgetown, Guyana",27,10,2003,6.8216667,-58.17,2,IMB,Stena Calypso,UK,200,3,Berthed,Unspecified,0,Unspecified,,0,1,1,0,3,1,2,2,0.638888889
2809,,Actual,Hijacked,Indonesia,Indonesia,850,"Tanjung Jabung, Selat Berhala, Indonesia",27,10,2003,-1.0167,104.367,4,IMB,Royal Palma I and Royal Palma 9,Indonesia,850,1,Steaming,Unspecified,1,Guns,,1,0,1,0,1,1,1,3,0.78125
2810,,Attempted,,Indonesia,Indonesia,850,"22.75 miles off Pulau Mapor, off Bintan Island, Indonesia",29,10,2003,1.055,105.23,1,IMB,Kavo Portland,Panama,95,2,Steaming,4,0,Unspecified,,0,0,1,0,1,0,-99,4,0.116666667
2811,,Actual,Boarding,Colombia,Colombia,100,"Mamonal Inner Anchorage, Colombia",31,10,2003,10.3265,-75.5265,2,IMB,Bene,Croatia,344,3,Anchored,2,1,Knives,,1,1,1,0,2,1,2,3,0.791666667
2812,,Actual,Hijacked,Indonesia,Indonesia,850,"15NM Off Muara Sabak, Jambi, Indonesia",0,11,2003,-0.6578333,103.8015,1,IMB,Profit No. 8 and Sumber Jaya 8,Singapore,830,1,Steaming,Unspecified,1,Guns and knives,,1,1,1,0,1,1,1,4,0.09375
2815,,Actual,Boarding,Trinidad & Tobago,Trinidad & Tobago,52,"Off Columbus Channel, South Trinidad, Trinidad Island",2,11,2003,10.0079,-61.4661,4,IMB,Crystal Clear,,,5,Steaming,4,0,Unspecified,,0,1,1,0,1,1,2,3,0.895833333
2816,,Actual,Boarding,Trinidad & Tobago,Trinidad & Tobago,52,"Off Columbus Channel, South Trinidad, Trinidad Island",2,11,2003,10.0079,-61.4661,4,IMB,Kelly,,,5,Steaming,4,0,Unspecified,,0,1,1,0,1,1,2,3,0.916666667
2813,,Actual,Boarding,Bangladesh,Bangladesh,771,"Meghna River, Bangladesh",2,11,2003,23.0833,90.63,4,IMB,,Bangladesh,771,5,Steaming,Unspecified,0,Unspecified,,1,1,1,0,1,1,2,-99,
2814,,Actual,Boarding,Indonesia,Indonesia,850,"Off P. Mangkai, Off Anambas Island, Indonesia",2,11,2003,3.0833333,105.3583333,1,IMB,Arabella,Liberia,450,2,Steaming,8,1,"Knives, swords and bamboo sticks",,1,1,1,0,1,1,2,3,0.895833333
2817,,Actual,Boarding,Indonesia,Indonesia,850,"Off Bintan Island, Indonesia",2,11,2003,1.2166667,105.1666667,1,IMB,Jag Pranam,India,750,8,Steaming,Unspecified,1,Guns,,1,1,1,0,1,1,2,4,0.166666667
2818,,Actual,Boarding,Indonesia,Indonesia,850,Indonesia,3,11,2003,-2.0083333,108.4366667,1,IMB,Victory,Cambodia,811,6,Steaming,7,1,Knives,,1,1,1,0,1,1,2,4,0.052083333
2819,,Actual,Boarding,Indonesia,Indonesia,850,"Adang Bay Anchorage, Indonesia",3,11,2003,-1.6916667,116.66,2,IMB,Andhika Puspita,Singapore,830,2,Anchored,3,0,Unspecified,,0,1,1,0,2,1,2,4,0.114583333
2820,,Actual,Boarding,Indonesia,Indonesia,850,"Off Anambas Island, Indoesia",3,11,2003,3.2666667,105.4066667,1,IMB,Sattar,Malta,338,22,Steaming,9,1,Knives,,1,1,1,0,1,1,2,4,0.006944444
2821,,Actual,Boarding,Indonesia,Indonesia,850,"Off Anambas Island, Indoesia",3,11,2003,3.275,105.365,1,IMB,Vega Gas,Panama,95,7,Steaming,0,1,Knives,,1,1,1,0,1,1,2,4,0.083333333
2822,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong roads, Bangladesh",4,11,2003,22.2166667,91.7931667,2,IMB,Orient Excellence,Singapore,830,4,Anchored,Unspecified,1,Knives,,0,1,1,0,2,1,2,1,0.496527778
2823,,Actual,Boarding,Vietnam,Vietnam,816,"Vung Tau Anchorage, Vietnam",5,11,2003,10.5283333,107.0033333,1,IMB,Jo Oak,Norway,385,3,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,2,0.75
2824,,Actual,Missing,Cambodia,Cambodia,811,"Between Kota Kinabalu and Thailand, South China Sea",6,11,2003,10.6969,101.4759,4,IMB,Adi Segara 2 anf Adi Segara 250,Malaysia,820,1,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,1,5,-99,
2825,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",7,11,2003,22.2166667,91.7931667,2,IMB,Induruwa Valley,Sri Lanka,780,6,Anchored,10,1,Knives and swords,,0,1,1,0,2,1,2,3,0.979166667
2826,,Actual,Boarding,Indonesia,Indonesia,850,"Balikpapan Inner Anchorage, Indonesia",9,11,2003,-1.25,116.7931667,2,IMB,Conger,Cyprus,352,2,Steaming,2,1,Knives,,1,1,0,0,1,1,2,4,0.215277778
2827,,Actual,Boarding,Senegal,Senegal,433,"1.5 miles from Dakar Pilot Station, Dakar Senegal",10,11,2003,14.6666667,-17.3666667,3,IMB,Nova Friesia,Netherlands,210,10,Steaming,Unspecified,1,Knives,,0,0,1,0,1,1,2,-99,
2828,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos road, Nigeria",10,11,2003,6.3366667,3.38,1,IMB,Nordic Blossom,Liberia,450,3,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,1,0.283333333
2829,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'B', Bangladesh",10,11,2003,22.2166667,91.7931667,2,IMB,X-press Manaslu,Singapore,830,4,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,4,0.083333333
2830,,Attempted,,Nigeria,Nigeria,475,"During River passage, Warri, Nigeria",11,11,2003,5.5,5.7166667,4,IMB,Nickerie,Netherlands Antilles,210,10,Steaming,Unspecified,1,Machine guns,,1,0,0,0,1,0,-99,1,0.4375
2831,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",11,11,2003,22.2166667,91.7931667,2,IMB,Cec Pacific,Isle of Man,200,10,Anchored,2,1,Knives,,0,1,1,0,2,1,2,3,0.902777778
2832,,Actual,Hijacked,Bangladesh,Bangladesh,771,"Vangar, Padma River, Bangladesh",14,11,2003,23.2617,90.5947,4,IMB,Dildar Ali 5,Bangladesh,771,6,Steaming,Unspecified,0,Unspecified,,1,1,1,0,1,1,1,-99,
2833,,Actual,Boarding,Indonesia,Indonesia,850,"Lawi Lawi Anchorage, Indonesia",14,11,2003,-1.4433333,116.7666667,2,IMB,Agate,Singapore,830,8,Anchored,3,1,Steel bars,,1,1,0,0,2,1,2,4,0.243055556
2835,,Actual,Boarding,Vietnam,Vietnam,816,"About 6NM Off Ho Chi Minh City, Vietnam",16,11,2003,10.3489,106.8635,3,IMB,Holnis,Cyprus,352,4,Anchored,5,0,Unspecified,,0,0,1,0,2,1,2,3,0.916666667
2834,,Attempted,,Indonesia,Indonesia,850,"Balikpapan anchorage, Indonesia",16,11,2003,-1.25,116.7931667,2,IMB,Agate,Singapore,830,8,Anchored,9,0,Unspecified,,0,0,1,0,2,0,-99,1,0.454861111
2837,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Off Shore Anchorage (OPL), Nigeria",17,11,2003,6.2533333,3.3366667,1,IMB,Emerald,Malta,338,8,Anchored,3,0,Unspecified,,0,0,0,0,2,1,2,4,0.204861111
2836,,Actual,Boarding,Bangladesh,Bangladesh,771,"Charfassion and Lalmohon Upazila in Bhola district, Bangladesh",17,11,2003,22.2166,90.8452,4,IMB,,Bangladesh,771,5,Steaming,Unspecified,0,Unspecified,,0,1,1,0,1,1,2,-99,
2838,,Attempted,,Indonesia,Indonesia,850,"Cigading Anchorage, Indonesia",17,11,2003,-6.0166667,105.9,1,IMB,Iran Deyanat,Iran,630,2,Anchored,6,1,Knives,,0,0,1,0,2,0,-99,3,0.805555556
2839,,Actual,Boarding,Bangladesh,Bangladesh,771,"Sonarchar area, Bangladesh",18,11,2003,22.3612,90.8819,4,IMB,,Bangladesh,771,5,Steaming,Unspecified,0,Unspecified,,0,1,1,0,1,1,2,-99,
2840,,Attempted,,South Africa,South Africa,560,"Port Shepstone, East Coast of South Africa",19,11,2003,-30.9666667,32.3666667,1,IMB,Linares,Bermuda,200,10,Steaming,6,0,Unspecified,,0,0,1,0,1,0,-99,1,0.5
2841,,Actual,Boarding,Malaysia,Malaysia,820,"Near Eastern Buoy, Singapore Straits",19,11,2003,1.2983333,104.1016667,1,IMB,Oxalis Vanda,Singapore,830,8,Steaming,7,1,Knives,,0,1,1,0,1,1,2,3,0.96875
2842,,Attempted,,Internationa Waters (North Atlantic Ocean),Guadeloupe-Martinique,220,Caribbean Sea,21,11,2003,17.75,-54.5166667,1,IMB,Fafa Piti,France ,220,9,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,3,0.916666667
2843,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",22,11,2003,6.45,3.3766667,2,IMB,Rim III,Honduras,91,8,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,3,0.958333333
2844,,Actual,Boarding,Angola,Angola,540,"Luanda roads, Angola",22,11,2003,-8.8,13.25,2,IMB,,,,,Anchored,8,0,Unspecified,,0,1,1,0,2,1,2,4,1.15741E-05
2845,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage, Bangladesh",23,11,2003,22.2166667,91.7931667,2,IMB,Rio Negro,Liberia,450,6,Anchored,6,1,Knives,,0,1,1,0,2,1,2,4,0.166666667
2849,,Actual,Boarding,Guinea,Guinea,438,"Conakry, Guinea",24,11,2003,9.35,-13.8166667,1,IMB,Perseus,Malta,338,2,Anchored,15,1,High-powered guns,,1,1,1,0,2,1,2,4,0.0625
2846,,Attempted,,Indonesia,Indonesia,850,"20NM off False Cape, Kolepon Island, Irian Jaya, Indonesia",24,11,2003,-8.6,137.2333333,1,IMB,Java Sea,Singapore,830,6,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,1,0.46875
2847,,Actual,Boarding,Indonesia,Indonesia,850,"14NM Off Balikpapan, Indonesia",24,11,2003,-1.3516667,117.0166667,1,IMB,Seafalcon,Marshall Islands,983,8,Anchored,3,1,Guns and Knives,,1,1,1,0,2,1,2,1,0.270833333
2848,,Actual,Boarding,Indonesia,Indonesia,850,"41NM Off Bintan Island, Indonesia",24,11,2003,0.9483333,105.34,1,IMB,ACX Lilac,Panama,95,4,Steaming,7,1,Guns and knives,,1,1,1,0,1,1,2,4,0.236111111
2850,,Actual,Boarding,Indonesia,Indonesia,850,"Selat Leplia Off Selat Gelasa, Indonesia",25,11,2003,-3.0166667,106.9666667,1,IMB,Pancaran Sinar,Singapore,830,4,Steaming,5,1,Knives and guns,,1,1,1,0,1,1,2,3,0.951388889
2851,,Actual,Boarding,Nigeria,Nigeria,475,"Niger Delta, Nigeria",27,11,2003,5.32,6.47,4,IMB,,,,10,Steaming,4,1,AK47 rifles,,1,0,1,0,1,1,2,-99,
2852,,Actual,Boarding,Nigeria,Nigeria,475,"Lagos Anchorage, Nigeria",28,11,2003,6.45,3.3766667,2,IMB,CEC Copenhagen,Bahamas,51,6,Anchored,4,1,Knives,,1,1,0,0,2,1,2,4,0.086805556
2853,,Actual,Boarding,Colombia,Colombia,100,"Buenaventura Inner Road, Colombia",29,11,2003,3.8666667,-77.0833333,1,IMB,Pannon Sun,Hungary,310,6,Anchored,2,1,Crowbars,,0,0,1,0,2,1,2,1,0.3125
2854,,Actual,Boarding,Venezuela,Venezuela,101,"Puerto La Cruz Anchorage, Venezuela",29,11,2003,10.25,-64.6266667,2,IMB,Rich Duchess,Bahamas,51,8,Anchored,3,1,Knives,,1,1,1,0,2,1,2,4,0.083333333
2855,,Attempted,,Indonesia,Indonesia,850,Northern Malacca Straits,1,12,2003,4.83,98.5616667,1,IMB,Sea Panther,Belize,80,10,Steaming,4,1,Guns,,1,0,1,0,1,0,-99,2,0.666666667
2856,,Attempted,,Indonesia,Indonesia,850,"Balikpapan anchorage, Indonesia",1,12,2003,-1.25,116.7931667,2,IMB,Donat,Liberia,450,8,Anchored,5,0,Unspecified,,0,0,1,0,2,0,-99,4,0.145833333
2857,,Actual,Boarding,Indonesia,Indonesia,850,"Tg. Priok Tanker Anchorage, Indonesia",3,12,2003,-6.0886667,106.875,2,IMB,Lyra Pioneer,Panama,95,8,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,1,0.375
2858,,Actual,Boarding,Guyana,Guyana,110,"Georgetown, Guayana",6,12,2003,6.8216667,-58.17,2,IMB,Tradewind Sunrise ,Panama,95,3,Steaming,Unspecified,0,Unspecified,,0,1,1,0,1,1,2,4,0.0625
2859,,Attempted,,Indonesia,Indonesia,850,"Molucca Sea, Indonesia",8,12,2003,1.1833333,127.8666667,1,IMB,Asian Phoenix,Philippines,840,2,Steaming,3,0,Unspecified,,0,0,1,0,1,0,-99,4,0.017361111
2860,,Attempted,,India,India,750,"New Mangalore, India",11,12,2003,12.9166667,75.7931667,2,IMB,Challenge Express,Panama,95,8,Anchored,Unspecified,0,Unspecified,,0,0,1,0,2,0,-99,3,0.958333333
2861,,Attempted,,Indonesia,Indonesia,850,Malacca Straits,11,12,2003,1.9716667,102.0783333,1,IMB,Carnation,Malaysia,820,4,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,0.135416667
2862,,Actual,Boarding,Bangladesh,Bangladesh,771,"Chittagong Anchorage 'B', Bangladesh",16,12,2003,22.2116667,91.72,1,IMB,Piran,St. Vincent and Grenadines,57,2,Anchored,9,1,Knives,,1,0,1,0,2,1,2,3,0.798611111
2863,,Attempted,,Australia,Australia,900,Indonesia,16,12,2003,-9.3,133.25,1,IMB,Sattar,Malta,338,2,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,4,0.1875
2864,,Attempted,,Indonesia,Indonesia,850,Singapore Straits,18,12,2003,1.2566667,104.0716667,1,IMB,Sea Angel,St. Vincent and Grenadines,57,2,Steaming,2,0,Unspecified,,0,0,1,0,1,0,-99,3,0.871527778
2865,,Attempted,,Indonesia,Indonesia,850,"7NM NE Off Pulau Karimun Besar, Indonesia",20,12,2003,1.1333333,103.5,1,IMB,Impala,Singapore,830,6,Steaming,4,0,Unspecified,,0,0,1,0,1,0,-99,1,0.263888889
2866,,Actual,Boarding,Indonesia,Indonesia,850,"Apar Bay, Indonesia",21,12,2003,-1.9016667,116.6133333,1,IMB,Great Jade,Hong Kong,710,2,Anchored,5,1,Knives,,1,0,1,0,2,1,2,4,0.166666667
2867,,Actual,Boarding,Indonesia,Indonesia,850,"Samarinda Anchorage, Indonesia",22,12,2003,-1.0833333,117.2833333,1,IMB,Amazon,Greece,350,2,Anchored,Unspecified,0,Unspecified,,0,1,1,0,2,1,2,4,0.142361111
2869,,Actual,Boarding,Benin,Benin,434,"3.5 Miles South go Fairway Buoy, Cotonou Anchoragem Benin",24,12,2003,6.3431667,2.4265,3,IMB,Captain Panagiotis E.,St. Vincent and Grenadines,57,2,Anchored,5,1,Guns and knives,,1,1,1,0,2,1,2,4,0.164583333
2868,,Attempted,,Taiwan,Taiwan,713,South China Sea,24,12,2003,20.9166667,119.7166667,1,IMB,Bellona,Panama,95,10,Steaming,Unspecified,0,Unspecified,,0,0,1,0,1,0,-99,2,0.583333333
2870,,Actual,Boarding,Venezuela,Venezuela,101,"Puerto Santo Bay, Sucre Port, Venezuela",,,2003,10.4431667,-64.1765,2,IMB,Ten-Shun,Belgium,211,9,Anchored,6,0,Unspecified,,0,1,1,0,2,1,2,-99,
2871,,Actual,Boarded,Bangladesh,Bangladesh,771,"Pashurtola Sundarbans, Bangladesh (Sundarban coordinates used)",2,1,2004,22.17311,89.4182,4,IMB,NA,Bangladesh,771,10-Boat,Steaming,Unspecified,1,Unspecified,4,1,Unspecified,1,1,1,1,2,-99,
2872,,Attempted,,Indonesia,Indonesia,850,Singapore Straits,2,1,2004,1.071666667,103.6,1,IMB,Difko Hanne,Norway,385,3,Steaming,Unspecified,0,Unspecified,0,0,None,1,0,1,0,-99,2,0.5625
2873,,Actual,Boarded,Bangladesh,Bangladesh,771,"Near Chittagong Port, Bangladesh ",4,1,2004,22.216667,91.8,4,IMB,NA,Bangladesh,771,10-Boat,Steaming,Unspecified,0,Unspecified,2,1,Unspecified,1,0,1,1,2,-99,
2874,,Actual,Boarded,Indonesia,Indonesia,850,"Balikpapan Outer Anchorage, Indonesia",4,1,2004,-1.35,116.9666667,1,IMB,Tamarugal,Panama,95,2,Anchored,5,0,None,0,0,"Stores, Safety Equipment",1,0,2,1,2,3,0.9375
2876,,Actual,Boarded,Nigeria,Nigeria,475,"Bonny River, Nigeria ",5,1,2004,3.891667,6.791667,4,IMB,Falcon Tide,Vanatau,935,10-Supply Ship,Steaming,4,0,Unspecified,2,1,"Stores, Provisions",1,0,1,1,2,1,0.444444444
2875,,Actual,Hijacked,Malaysia,Malaysia,820,Malacca Straits ,5,1,2004,4.9173,99.2682,4,IMB,Cherry 201,Indonesia,850,8,Steaming,Unspecified,1,Guns,5,1,None,1,0,1,1,1,-99,Unspecified
2877,,Actual,Boarded,Nigeria,Nigeria,475,"Warri Delta Region, Nigeria ",9,1,2004,5.5,5.7166667,4,IMB,NA,Nigeria,475,10-Boat,Steaming,Unspecified,1,Unspecified,5,1,Unspecified,1,0,1,1,2,-99,
2878,,Actual,Boarded,Peru (Peruvian point of view),Peru (Peruvian point of view),135,"Callao Anchorage No.12, Peru",10,1,2004,-12.20333333,-77.21666667,1,IMB,CAP Cortes,Liberia,450,4,Anchored,3,1,"Guns, Knives",4,1,Stores,1,0,2,1,2,3,0.979166667
2879,,Actual,Boarded,Indonesia,Indonesia,850,"Tarahan Coal Terminal. Indonesia (Used coordinates for Tarahan Port, which houses the coal terminal)",10,1,2004,-5.5,105.1666667,2,IMB,Pretty Lady,Malta,338,2,Berthed,Unspecified,0,None,0,0,Engine Spares,1,0,3,1,2,4,Early Morning
2880,,Actual,Boarded,Bangladesh,Bangladesh,771,"Char Abdani, Kitokhola Channel, Barisal, Bangladesh ",11,1,2004,22.7017,90.3797,4,IMB,Darbar Sharif,Bangladesh,771,4,Steaming,Unspecified,0,Unspecified,2,1,Cargo,1,0,1,1,2,-99,
2881,,Actual,Boarded,Indonesia,Indonesia,850,Indonesia,12,1,2004,-1.033333333,117.25,1,IMB,Rosina Topic,Liberia,450,2,Anchored,4,1,Long Knives,3,1,None,1,0,2,1,2,4,0.104166667
2882,,Actual,Boarded,Cameroon,Cameroon,471,"Douala Port, Cameroon (Used coordinates from other incidents)",14,1,2004,4.043166667,9.666666667,2,IMB,Helena Oldendorff,Liberia,450,2,Berthed,1,1,Long Knife,4,1,"Clothing, Radio",1,0,3,1,2,-99,
2883,,Actual,Boarded,Vietnam,Vietnam,816,"Vietnam's southern coast with Thailand, Vietnam ",16,1,2004,8.2434,104.1263,4,IMB,NA,Vietnam,817,5,Steaming,Unspecified,1,Guns,5,1,Unspecified,1,0,1,1,2,-99,
2885,,Attempted,,Ghana,Ghana,452,"Tema Anchorage, Ghana",17,1,2004,5.625833333,0.007,2,IMB,Super League,Singapore,830,7,Anchored,Unspecified,0,Unspecified,0,0,None,1,0,2,0,-99,4,0.145833333
2884,,Actual,Boarded,Bangladesh,Bangladesh,771,"Chittagong Alpha Anchorage, Bangladesh (Used coordinates from other incidents)",17,1,2004,22.16666667,91.76666667,2,IMB,Panagia I,Malta,338,2,Anchored,4,1,Knives,3,1,None,1,0,2,1,2,3,0.875
2886,,Actual,Boarded,Bangladesh,Bangladesh,771,"Baruar Bada, 45km S of Patharghata Coast, Bay of Bengal, Bangladesh (Measured 45km S of Patharghata)",19,1,2004,21.52316667,89.975,3,IMB,"Zikomoni, Matambuhuri, Shima, Vai Vai, Maer Doa, Ahsan, Joynab",Bangladesh,771,5,Anchored,Unspecified,1,Unspecified,4,1,"Cash, Personal Belongings",1,0,2,1,2,-99,
2887,,Actual,Boarded,Myanmar,Myanmar,775,Myanmar ,20,1,2004,15.004,94.53,5,IMB,NA,Myanmar,775,5,Steaming,Unspecified,0,Unspecified,0,0,"Cash, Fuel",1,0,1,1,2,-99,Unspecified
2889,,Attempted,,Ghana,Ghana,452,"Tema Anchorage, Ghana",22,1,2004,5.625833333,0.007,2,IMB,Hachinohe Bay,Panama,95,10-Refrigerated Cargo,Anchored,7,0,Unspecified,4,1,None,1,0,2,0,-99,4,0.121527778
2890,,Attempted,,Ghana,Ghana,452,"Tema Anchorage, Ghana",22,1,2004,5.625833333,0.007,2,IMB,Hachinohe Bay,Panama,95,10-Refrigerated Cargo,Anchored,20,0,Unspecified,0,0,None,1,0,2,0,-99,4,0.159722222
2888,,Actual,Boarded,Ghana,Ghana,452,"0.7 miles from breakwater, Tema Port, Ghana (Coded as Tema Port)",22,1,2004,5.625833333,0.007,3,IMB,Carmen Reefer,Belize,80,10-Refrigerated Cargo,Anchored,3,0,Unspecified,0,0,Stores,1,0,2,1,2,4,0.020833333
2891,,Actual,Boarded,Indonesia,Indonesia,850,"Balikpapan Anchorage, Indonesia",23,1,2004,-1.183333333,116.7666667,1,IMB,Mallika Narce,Thailand,800,2,Anchored,10,1,Knives,4,1,Stores,1,0,2,1,2,2,0.510416667
2892,,Attempted,,Haiti,Haiti,41,"Anchorage D, Port au Prince, Haiti",27,1,2004,18.56333333,-72.38166667,1,IMB,Palucca,Antigua & Barbuda,58,4,Anchored,4,1,Knives,3,1,None,1,0,2,0,-99,4,0.159722222
2893,,Actual,Boarded,Venezuela,Venezuela,101,"Off Los Testigos, Venezuela",28,1,2004,11.69833333,-62.655,1,IMB,Joe's Dog,South Africa,560,9,Steaming,10,1,Guns,5,1,"Cash, Personal Belongings",1,0,1,1,2,1,0.375
2894,,Actual,Boarded,Nigeria,Nigeria,475,"Onne Port, Nigeria",28,1,2004,4.693333333,7.158166667,2,IMB,Seabulk Dove,Liberia,450,10-Supply Ship,Berthed,3,0,Unspecified,2,1,Stores,1,0,3,1,2,2,0.635416667
2895,,Actual,Boarded,Cote d'Ivoire,Cote d'Ivoire,437,"Inner Bay Anchorage Pos No.2, Abidjan, Ivory Coast",29,1,2004,5.293166667,-4,2,IMB,Eco Zara,Bahamas,31,6,Anchored,2,1,Knives,4,1,"Stores, Personal Belongings",1,0,2,1,2,3,0.9375
2896,,Actual,Boarded,Bangladesh,Bangladesh,771,"Bura Gouranga River, Dashmina Thana, Bangladesh ",29,1,2004,22.0257,90.5521,4,IMB,NA,Bangladesh,771,5,Steaming,Unspecified,1,Unspecified,5,1,Unspecified,1,0,1,1,2,3,0.8125
